position_id,trade_id,security,portfolio,expected_quantity,actual_quantity,as_of_date,source,split
1586,TRD101585,KOTAKBANK,EQ-ALPHA-03,100,100,2026-08-05,CUSTODIAN,TRAIN
1587,TRD101586,SBIN,EQ-INDEX-04,1000,1000,2026-08-19,CUSTODIAN,TEST
1588,TRD101587,BHARTIARTL,EQ-CORE-01,750,750,2026-08-16,CUSTODIAN,TRAIN
1589,TRD101588,AXISBANK,EQ-CORE-02,200,258,2026-08-03,CUSTODIAN,TRAIN
1590,TRD101589,SBIN,EQ-ALPHA-03,1500,1500,2026-08-04,CUSTODIAN,TRAIN
1591,TRD101590,TATASTEEL,EQ-CORE-01,100,100,2026-08-03,CUSTODIAN,TRAIN
1592,TRD101591,TCS,EQ-ALPHA-03,750,750,2026-08-21,CUSTODIAN,TEST
1593,TRD101592,TATASTEEL,EQ-ALPHA-03,250,250,2026-08-05,CUSTODIAN,TRAIN
1594,TRD101593,HINDUNILVR,EQ-CORE-02,1500,1500,2026-08-05,CUSTODIAN,TRAIN
1595,TRD101594,KOTAKBANK,EQ-INDEX-04,2000,2000,2026-08-12,CUSTODIAN,TRAIN
1596,TRD101595,TCS,EQ-CORE-02,750,750,2026-08-04,CUSTODIAN,TRAIN
1597,TRD101596,WIPRO,EQ-CORE-02,200,200,2026-08-17,CUSTODIAN,TRAIN
1598,TRD101597,KOTAKBANK,EQ-INDEX-04,500,500,2026-08-14,CUSTODIAN,TRAIN
1599,TRD101598,SBIN,EQ-ALPHA-03,500,500,2026-08-18,CUSTODIAN,TRAIN
1600,TRD101599,WIPRO,EQ-CORE-02,2000,2000,2026-08-19,CUSTODIAN,TRAIN
1601,TRD101600,TATASTEEL,EQ-CORE-02,1000,1000,2026-08-16,CUSTODIAN,TRAIN
1602,TRD101601,HDFCBANK,EQ-ALPHA-03,200,560,2026-08-07,CUSTODIAN,TEST
1603,TRD101602,INFY,EQ-CORE-01,2000,2000,2026-08-05,CUSTODIAN,TRAIN
1604,TRD101603,INFY,EQ-ALPHA-03,750,750,2026-08-18,CUSTODIAN,TRAIN
1605,TRD101604,TCS,EQ-INDEX-04,200,200,2026-08-08,CUSTODIAN,TRAIN
1606,TRD101605,LT,EQ-CORE-01,1000,1000,2026-08-10,CUSTODIAN,TRAIN
1607,TRD101606,KOTAKBANK,EQ-ALPHA-03,1500,0,2026-08-15,MISSING,TRAIN
1608,TRD101607,BHARTIARTL,EQ-INDEX-04,250,250,2026-08-18,CUSTODIAN,TRAIN
1609,TRD101608,TCS,EQ-CORE-01,100,100,2026-08-05,CUSTODIAN,TRAIN
1610,TRD101609,TATASTEEL,EQ-CORE-01,100,100,2026-08-09,CUSTODIAN,TRAIN
1611,TRD101610,HDFCBANK,EQ-ALPHA-03,1500,1500,2026-08-05,CUSTODIAN,TEST
1612,TRD101611,HDFCBANK,EQ-ALPHA-03,250,250,2026-08-13,CUSTODIAN,TEST
1613,TRD101612,WIPRO,EQ-INDEX-04,100,100,2026-08-18,CUSTODIAN,TEST
1614,TRD101613,MARUTI,EQ-CORE-02,500,500,2026-08-04,CUSTODIAN,TRAIN
1615,TRD101614,TATASTEEL,EQ-INDEX-04,2000,2000,2026-08-02,CUSTODIAN,TRAIN
1616,TRD101615,SBIN,EQ-CORE-02,100,129,2026-08-10,CUSTODIAN,TRAIN
1617,TRD101616,AXISBANK,EQ-INDEX-04,1000,1000,2026-08-21,CUSTODIAN,TRAIN
1618,TRD101617,ITC,EQ-ALPHA-03,200,0,2026-08-02,MISSING,TRAIN
1619,TRD101618,LT,EQ-ALPHA-03,250,250,2026-08-05,CUSTODIAN,TRAIN
1620,TRD101619,ITC,EQ-INDEX-04,2000,0,2026-08-19,MISSING,TRAIN
1621,TRD101620,SBIN,EQ-ALPHA-03,2000,5600,2026-08-13,CUSTODIAN,TEST
1622,TRD101621,TCS,EQ-CORE-02,750,750,2026-08-22,CUSTODIAN,TRAIN
1623,TRD101622,MARUTI,EQ-INDEX-04,500,500,2026-08-06,CUSTODIAN,TRAIN
1624,TRD101623,HDFCBANK,EQ-INDEX-04,1500,1500,2026-08-04,CUSTODIAN,TRAIN
1625,TRD101624,ICICIBANK,EQ-ALPHA-03,2000,2000,2026-08-18,CUSTODIAN,TRAIN
1626,TRD101625,TATASTEEL,EQ-ALPHA-03,1000,1000,2026-08-15,CUSTODIAN,TRAIN
1627,TRD101626,RELIANCE,EQ-INDEX-04,1000,1000,2026-08-05,CUSTODIAN,TEST
1628,TRD101627,ICICIBANK,EQ-CORE-02,200,200,2026-08-17,CUSTODIAN,TRAIN
1629,TRD101628,KOTAKBANK,EQ-CORE-02,250,250,2026-08-11,CUSTODIAN,TRAIN
1630,TRD101629,ITC,EQ-INDEX-04,750,750,2026-08-11,CUSTODIAN,TRAIN
1631,TRD101630,HDFCBANK,EQ-INDEX-04,750,750,2026-08-05,CUSTODIAN,TEST
1632,TRD101631,RELIANCE,EQ-ALPHA-03,1500,1500,2026-08-02,CUSTODIAN,TRAIN
1633,TRD101632,SBIN,EQ-CORE-02,750,750,2026-08-18,CUSTODIAN,TEST
1634,TRD101633,WIPRO,EQ-CORE-01,750,0,2026-08-08,MISSING,TRAIN
1635,TRD101634,HDFCBANK,EQ-INDEX-04,100,100,2026-08-13,CUSTODIAN,TRAIN
1636,TRD101635,BHARTIARTL,EQ-ALPHA-03,200,200,2026-08-11,CUSTODIAN,TRAIN
1637,TRD101636,AXISBANK,EQ-CORE-02,1500,1500,2026-08-12,CUSTODIAN,TRAIN
1638,TRD101637,ICICIBANK,EQ-ALPHA-03,250,250,2026-08-08,CUSTODIAN,TRAIN
1639,TRD101638,ICICIBANK,EQ-CORE-01,2000,2000,2026-08-14,CUSTODIAN,TEST
1640,TRD101639,LT,EQ-ALPHA-03,2000,2000,2026-08-19,CUSTODIAN,TRAIN
1641,TRD101640,SBIN,EQ-CORE-01,1500,1500,2026-08-15,CUSTODIAN,TRAIN
1642,TRD101641,HINDUNILVR,EQ-ALPHA-03,1500,1500,2026-08-06,CUSTODIAN,TEST
1643,TRD101642,AXISBANK,EQ-ALPHA-03,1000,1000,2026-08-19,CUSTODIAN,TRAIN
1644,TRD101643,HINDUNILVR,EQ-INDEX-04,1500,1500,2026-08-02,CUSTODIAN,TRAIN
1645,TRD101644,TCS,EQ-ALPHA-03,100,100,2026-08-23,CUSTODIAN,TRAIN
1646,TRD101645,MARUTI,EQ-CORE-01,750,750,2026-08-12,CUSTODIAN,TRAIN
1647,TRD101646,WIPRO,EQ-INDEX-04,500,500,2026-08-19,CUSTODIAN,TRAIN
1648,TRD101647,HDFCBANK,EQ-CORE-01,250,250,2026-08-11,CUSTODIAN,TRAIN
1649,TRD101648,AXISBANK,EQ-CORE-01,500,500,2026-08-02,CUSTODIAN,TRAIN
1650,TRD101649,HDFCBANK,EQ-INDEX-04,500,500,2026-08-02,CUSTODIAN,TEST
1651,TRD101650,RELIANCE,EQ-CORE-02,200,200,2026-08-17,CUSTODIAN,TRAIN
1652,TRD101651,MARUTI,EQ-INDEX-04,2000,2000,2026-08-21,CUSTODIAN,TRAIN
1653,TRD101652,KOTAKBANK,EQ-CORE-02,100,100,2026-08-09,CUSTODIAN,TRAIN
1654,TRD101653,ITC,EQ-INDEX-04,750,750,2026-08-05,CUSTODIAN,TRAIN
1655,TRD101654,KOTAKBANK,EQ-INDEX-04,750,750,2026-08-05,CUSTODIAN,TEST
1656,TRD101655,INFY,EQ-INDEX-04,100,100,2026-08-05,CUSTODIAN,TRAIN
1657,TRD101656,AXISBANK,EQ-INDEX-04,750,750,2026-08-22,CUSTODIAN,TRAIN
1658,TRD101657,TATASTEEL,EQ-INDEX-04,1000,1000,2026-08-16,CUSTODIAN,TRAIN
1659,TRD101658,RELIANCE,EQ-ALPHA-03,250,250,2026-08-18,CUSTODIAN,TRAIN
1660,TRD101659,LT,EQ-ALPHA-03,200,200,2026-08-06,CUSTODIAN,TRAIN
1661,TRD101660,WIPRO,EQ-CORE-01,250,250,2026-08-11,CUSTODIAN,TEST
1662,TRD101661,BHARTIARTL,EQ-ALPHA-03,2000,2000,2026-08-07,CUSTODIAN,TRAIN
1663,TRD101662,WIPRO,EQ-INDEX-04,1000,1000,2026-08-20,CUSTODIAN,TRAIN
1664,TRD101663,RELIANCE,EQ-CORE-01,100,100,2026-08-07,CUSTODIAN,TRAIN
1665,TRD101664,ITC,EQ-CORE-02,2000,2000,2026-08-09,CUSTODIAN,TRAIN
1666,TRD101665,TATASTEEL,EQ-CORE-01,250,250,2026-08-14,CUSTODIAN,TRAIN
1667,TRD101666,AXISBANK,EQ-ALPHA-03,750,750,2026-08-04,CUSTODIAN,TEST
1668,TRD101667,TATASTEEL,EQ-CORE-02,250,250,2026-08-16,CUSTODIAN,TRAIN
1669,TRD101668,HDFCBANK,EQ-CORE-02,750,750,2026-08-11,CUSTODIAN,TRAIN
1670,TRD101669,BHARTIARTL,EQ-CORE-01,500,500,2026-08-02,CUSTODIAN,TRAIN
1671,TRD101670,RELIANCE,EQ-CORE-01,250,250,2026-08-13,CUSTODIAN,TRAIN
1672,TRD101671,INFY,EQ-INDEX-04,2000,2000,2026-08-08,CUSTODIAN,TRAIN
1673,TRD101672,SBIN,EQ-INDEX-04,250,250,2026-08-16,CUSTODIAN,TRAIN
1674,TRD101673,AXISBANK,EQ-CORE-01,200,200,2026-08-18,CUSTODIAN,TRAIN
1675,TRD101674,ITC,EQ-CORE-01,500,500,2026-08-19,CUSTODIAN,TRAIN
1676,TRD101675,MARUTI,EQ-ALPHA-03,750,750,2026-08-10,CUSTODIAN,TRAIN
1677,TRD101676,MARUTI,EQ-CORE-02,250,250,2026-08-04,CUSTODIAN,TRAIN
1678,TRD101677,BHARTIARTL,EQ-INDEX-04,100,100,2026-08-05,CUSTODIAN,TRAIN
1679,TRD101678,KOTAKBANK,EQ-CORE-02,100,100,2026-08-15,CUSTODIAN,TRAIN
1680,TRD101679,TATASTEEL,EQ-ALPHA-03,100,100,2026-08-19,CUSTODIAN,TRAIN
1681,TRD101680,HDFCBANK,EQ-CORE-01,2000,2000,2026-08-20,CUSTODIAN,TRAIN
1682,TRD101681,TCS,EQ-INDEX-04,1500,1500,2026-08-21,CUSTODIAN,TRAIN
1683,TRD101682,ICICIBANK,EQ-CORE-02,100,100,2026-08-17,CUSTODIAN,TRAIN
1684,TRD101683,BHARTIARTL,EQ-CORE-01,2000,2000,2026-08-09,CUSTODIAN,TRAIN
1685,TRD101684,HINDUNILVR,EQ-CORE-01,500,500,2026-08-14,CUSTODIAN,TRAIN
1686,TRD101685,RELIANCE,EQ-INDEX-04,1500,1500,2026-08-06,CUSTODIAN,TRAIN
1687,TRD101686,TCS,EQ-ALPHA-03,2000,2000,2026-08-21,CUSTODIAN,TRAIN
1688,TRD101687,SBIN,EQ-CORE-01,1500,1500,2026-08-09,CUSTODIAN,TRAIN
1689,TRD101688,HDFCBANK,EQ-CORE-01,1500,1500,2026-08-19,CUSTODIAN,TRAIN
1690,TRD101689,MARUTI,EQ-CORE-02,500,500,2026-08-04,CUSTODIAN,TRAIN
1691,TRD101690,INFY,EQ-CORE-02,750,750,2026-08-13,CUSTODIAN,TRAIN
1692,TRD101691,INFY,EQ-CORE-01,1500,1500,2026-08-05,CUSTODIAN,TRAIN
1693,TRD101692,ICICIBANK,EQ-INDEX-04,500,500,2026-08-13,CUSTODIAN,TRAIN
1694,TRD101693,SBIN,EQ-ALPHA-03,750,750,2026-08-09,CUSTODIAN,TEST
1695,TRD101694,WIPRO,EQ-INDEX-04,200,200,2026-08-15,CUSTODIAN,TRAIN
1696,TRD101695,TCS,EQ-ALPHA-03,500,500,2026-08-18,CUSTODIAN,TEST
1697,TRD101696,TCS,EQ-CORE-02,1000,1000,2026-08-06,CUSTODIAN,TRAIN
1698,TRD101697,KOTAKBANK,EQ-CORE-01,2000,2000,2026-08-02,CUSTODIAN,TEST
1699,TRD101698,ICICIBANK,EQ-ALPHA-03,1500,1500,2026-08-04,CUSTODIAN,TRAIN
1700,TRD101699,ITC,EQ-CORE-01,100,100,2026-08-14,CUSTODIAN,TEST
1701,TRD101700,HDFCBANK,EQ-CORE-01,1500,1500,2026-08-15,CUSTODIAN,TRAIN
1702,TRD101701,RELIANCE,EQ-ALPHA-03,1000,1000,2026-08-21,CUSTODIAN,TEST
1703,TRD101702,HINDUNILVR,EQ-INDEX-04,100,100,2026-08-21,CUSTODIAN,TEST
1704,TRD101703,HINDUNILVR,EQ-INDEX-04,200,200,2026-08-11,CUSTODIAN,TEST
1705,TRD101704,AXISBANK,EQ-CORE-02,750,750,2026-08-14,CUSTODIAN,TRAIN
1706,TRD101705,TATASTEEL,EQ-CORE-02,100,170,2026-08-10,CUSTODIAN,TRAIN
1707,TRD101706,SBIN,EQ-ALPHA-03,1500,1500,2026-08-10,CUSTODIAN,TRAIN
1708,TRD101707,HINDUNILVR,EQ-ALPHA-03,100,100,2026-08-20,CUSTODIAN,TRAIN
1709,TRD101708,MARUTI,EQ-CORE-01,250,250,2026-08-02,CUSTODIAN,TRAIN
1710,TRD101709,RELIANCE,EQ-INDEX-04,1000,1000,2026-08-19,CUSTODIAN,TEST
1711,TRD101710,AXISBANK,EQ-ALPHA-03,200,200,2026-08-21,CUSTODIAN,TRAIN
1712,TRD101711,ITC,EQ-INDEX-04,250,250,2026-08-10,CUSTODIAN,TEST
1713,TRD101712,HDFCBANK,EQ-CORE-01,250,250,2026-08-21,CUSTODIAN,TRAIN
1714,TRD101713,TCS,EQ-ALPHA-03,100,100,2026-08-18,CUSTODIAN,TRAIN
1715,TRD101714,LT,EQ-CORE-01,500,500,2026-08-10,CUSTODIAN,TRAIN
1716,TRD101715,LT,EQ-CORE-01,100,100,2026-08-13,CUSTODIAN,TRAIN
1717,TRD101716,TCS,EQ-ALPHA-03,200,200,2026-08-12,CUSTODIAN,TRAIN
1718,TRD101717,TCS,EQ-ALPHA-03,1500,1500,2026-08-06,CUSTODIAN,TRAIN
1719,TRD101718,SBIN,EQ-ALPHA-03,1500,1500,2026-08-13,CUSTODIAN,TRAIN
1720,TRD101719,INFY,EQ-CORE-01,1000,1000,2026-08-06,CUSTODIAN,TRAIN
1721,TRD101720,AXISBANK,EQ-ALPHA-03,500,500,2026-08-18,CUSTODIAN,TRAIN
1722,TRD101721,BHARTIARTL,EQ-CORE-01,100,100,2026-08-06,CUSTODIAN,TRAIN
1723,TRD101722,TATASTEEL,EQ-INDEX-04,500,500,2026-08-20,CUSTODIAN,TRAIN
1724,TRD101723,MARUTI,EQ-INDEX-04,100,100,2026-08-18,CUSTODIAN,TRAIN
1725,TRD101724,ICICIBANK,EQ-ALPHA-03,500,500,2026-08-11,CUSTODIAN,TEST
1726,TRD101725,HINDUNILVR,EQ-CORE-01,1000,1000,2026-08-12,CUSTODIAN,TRAIN
1727,TRD101726,ITC,EQ-CORE-01,1500,1500,2026-08-13,CUSTODIAN,TRAIN
1728,TRD101727,KOTAKBANK,EQ-CORE-02,2000,2000,2026-08-16,CUSTODIAN,TRAIN
1729,TRD101728,TATASTEEL,EQ-CORE-02,500,500,2026-08-15,CUSTODIAN,TRAIN
1730,TRD101729,HINDUNILVR,EQ-INDEX-04,750,750,2026-08-05,CUSTODIAN,TRAIN
1731,TRD101730,LT,EQ-CORE-02,250,250,2026-08-23,CUSTODIAN,TEST
1732,TRD101731,RELIANCE,EQ-INDEX-04,250,250,2026-08-10,CUSTODIAN,TRAIN
1733,TRD101732,INFY,EQ-CORE-02,100,100,2026-08-02,CUSTODIAN,TRAIN
1734,TRD101733,INFY,EQ-INDEX-04,1500,1500,2026-08-13,CUSTODIAN,TRAIN
1735,TRD101734,WIPRO,EQ-CORE-01,750,750,2026-08-12,CUSTODIAN,TRAIN
1736,TRD101735,TCS,EQ-INDEX-04,1000,1000,2026-08-15,CUSTODIAN,TRAIN
1737,TRD101736,ICICIBANK,EQ-CORE-01,2000,2000,2026-08-07,CUSTODIAN,TRAIN
1738,TRD101737,TATASTEEL,EQ-INDEX-04,100,87,2026-08-13,CUSTODIAN,TRAIN
1739,TRD101738,SBIN,EQ-CORE-01,2000,2000,2026-08-20,CUSTODIAN,TRAIN
1740,TRD101739,ICICIBANK,EQ-INDEX-04,2000,2000,2026-08-20,CUSTODIAN,TRAIN
1741,TRD101740,SBIN,EQ-CORE-01,1500,1500,2026-08-07,CUSTODIAN,TRAIN
1742,TRD101741,BHARTIARTL,EQ-CORE-01,750,0,2026-08-21,MISSING,TRAIN
1743,TRD101742,ICICIBANK,EQ-INDEX-04,250,250,2026-08-10,CUSTODIAN,TRAIN
1744,TRD101743,TATASTEEL,EQ-CORE-01,250,250,2026-08-10,CUSTODIAN,TRAIN
1745,TRD101744,KOTAKBANK,EQ-CORE-02,750,750,2026-08-08,CUSTODIAN,TEST
1746,TRD101745,AXISBANK,EQ-CORE-02,100,100,2026-08-19,CUSTODIAN,TRAIN
1747,TRD101746,ITC,EQ-INDEX-04,100,100,2026-08-11,CUSTODIAN,TRAIN
1748,TRD101747,LT,EQ-CORE-01,250,250,2026-08-11,CUSTODIAN,TRAIN
1749,TRD101748,TATASTEEL,EQ-ALPHA-03,1500,1500,2026-08-04,CUSTODIAN,TRAIN
1750,TRD101749,SBIN,EQ-CORE-01,200,200,2026-08-09,CUSTODIAN,TRAIN
1751,TRD101750,INFY,EQ-CORE-01,1000,1000,2026-08-22,CUSTODIAN,TRAIN
1752,TRD101751,TATASTEEL,EQ-CORE-02,100,100,2026-08-18,CUSTODIAN,TRAIN
1753,TRD101752,KOTAKBANK,EQ-CORE-02,100,100,2026-08-20,CUSTODIAN,TRAIN
1754,TRD101753,ICICIBANK,EQ-INDEX-04,2000,2000,2026-08-07,CUSTODIAN,TRAIN
1755,TRD101754,INFY,EQ-CORE-02,500,500,2026-08-04,CUSTODIAN,TRAIN
1756,TRD101755,BHARTIARTL,EQ-CORE-02,200,200,2026-08-21,CUSTODIAN,TRAIN
1757,TRD101756,BHARTIARTL,EQ-CORE-02,750,750,2026-08-22,CUSTODIAN,TRAIN
1758,TRD101757,ITC,EQ-INDEX-04,250,250,2026-08-09,CUSTODIAN,TRAIN
1759,TRD101758,HINDUNILVR,EQ-ALPHA-03,1500,1500,2026-08-19,CUSTODIAN,TRAIN
1760,TRD101759,HDFCBANK,EQ-INDEX-04,200,200,2026-08-11,CUSTODIAN,TRAIN
1761,TRD101760,HDFCBANK,EQ-CORE-01,1500,1500,2026-08-16,CUSTODIAN,TRAIN
1762,TRD101761,WIPRO,EQ-INDEX-04,1500,1500,2026-08-17,CUSTODIAN,TRAIN
1763,TRD101762,RELIANCE,EQ-CORE-01,750,750,2026-08-08,CUSTODIAN,TRAIN
1764,TRD101763,ICICIBANK,EQ-INDEX-04,1000,1000,2026-08-16,CUSTODIAN,TRAIN
1765,TRD101764,TATASTEEL,EQ-CORE-01,100,100,2026-08-09,CUSTODIAN,TEST
1766,TRD101765,ITC,EQ-CORE-02,1500,1500,2026-08-07,CUSTODIAN,TEST
1767,TRD101766,AXISBANK,EQ-CORE-01,1000,1000,2026-08-19,CUSTODIAN,TRAIN
1768,TRD101767,TCS,EQ-CORE-01,1000,1000,2026-08-19,CUSTODIAN,TRAIN
1769,TRD101768,SBIN,EQ-CORE-02,500,500,2026-08-19,CUSTODIAN,TRAIN
1770,TRD101769,HINDUNILVR,EQ-CORE-02,250,250,2026-08-12,CUSTODIAN,TRAIN
1771,TRD101770,RELIANCE,EQ-INDEX-04,100,100,2026-08-18,CUSTODIAN,TEST
1772,TRD101771,RELIANCE,EQ-CORE-02,250,250,2026-08-02,CUSTODIAN,TEST
1773,TRD101772,ICICIBANK,EQ-INDEX-04,200,200,2026-08-14,CUSTODIAN,TEST
1774,TRD101773,MARUTI,EQ-INDEX-04,750,750,2026-08-04,CUSTODIAN,TRAIN
1775,TRD101774,RELIANCE,EQ-CORE-02,250,310,2026-08-20,CUSTODIAN,TRAIN
1776,TRD101775,HINDUNILVR,EQ-ALPHA-03,1000,1000,2026-08-02,CUSTODIAN,TRAIN
1777,TRD101776,HDFCBANK,EQ-INDEX-04,200,200,2026-08-22,CUSTODIAN,TRAIN
1778,TRD101777,ICICIBANK,EQ-ALPHA-03,1500,1500,2026-08-15,CUSTODIAN,TEST
1779,TRD101778,ICICIBANK,EQ-INDEX-04,500,0,2026-08-17,MISSING,TRAIN
1780,TRD101779,HINDUNILVR,EQ-INDEX-04,200,200,2026-08-20,CUSTODIAN,TEST
1781,TRD101780,ITC,EQ-ALPHA-03,1000,1000,2026-08-05,CUSTODIAN,TRAIN
1782,TRD101781,INFY,EQ-INDEX-04,200,200,2026-08-07,CUSTODIAN,TEST
1783,TRD101782,TCS,EQ-CORE-02,250,250,2026-08-17,CUSTODIAN,TRAIN
1784,TRD101783,HINDUNILVR,EQ-ALPHA-03,2000,0,2026-08-11,MISSING,TRAIN
1785,TRD101784,RELIANCE,EQ-CORE-01,1000,1000,2026-08-21,CUSTODIAN,TEST
1786,TRD101785,WIPRO,EQ-INDEX-04,500,500,2026-08-17,CUSTODIAN,TRAIN
1787,TRD101786,KOTAKBANK,EQ-CORE-01,500,500,2026-08-17,CUSTODIAN,TEST
1788,TRD101787,BHARTIARTL,EQ-CORE-01,200,200,2026-08-02,CUSTODIAN,TRAIN
1789,TRD101788,HDFCBANK,EQ-INDEX-04,2000,2000,2026-08-05,CUSTODIAN,TRAIN
1790,TRD101789,INFY,EQ-INDEX-04,2000,2000,2026-08-19,CUSTODIAN,TRAIN
1791,TRD101790,ICICIBANK,EQ-ALPHA-03,200,200,2026-08-11,CUSTODIAN,TEST
1792,TRD101791,AXISBANK,EQ-ALPHA-03,1000,1000,2026-08-07,CUSTODIAN,TRAIN
1793,TRD101792,HINDUNILVR,EQ-INDEX-04,1000,1000,2026-08-10,CUSTODIAN,TRAIN
1794,TRD101793,TATASTEEL,EQ-INDEX-04,1000,1000,2026-08-06,CUSTODIAN,TEST
1795,TRD101794,SBIN,EQ-CORE-01,1500,1500,2026-08-17,CUSTODIAN,TRAIN
1796,TRD101795,WIPRO,EQ-INDEX-04,500,500,2026-08-05,CUSTODIAN,TRAIN
1797,TRD101796,TCS,EQ-CORE-01,100,100,2026-08-21,CUSTODIAN,TRAIN
1798,TRD101797,KOTAKBANK,EQ-ALPHA-03,500,500,2026-08-02,CUSTODIAN,TRAIN
1799,TRD101798,MARUTI,EQ-INDEX-04,1500,1500,2026-08-11,CUSTODIAN,TRAIN
1800,TRD101799,LT,EQ-CORE-02,500,500,2026-08-06,CUSTODIAN,TRAIN
1801,TRD101800,INFY,EQ-INDEX-04,750,750,2026-08-06,CUSTODIAN,TRAIN
1802,TRD101801,AXISBANK,EQ-INDEX-04,750,750,2026-08-21,CUSTODIAN,TEST
1803,TRD101802,INFY,EQ-CORE-02,100,100,2026-08-08,CUSTODIAN,TRAIN
1804,TRD101803,INFY,EQ-CORE-01,2000,2000,2026-08-12,CUSTODIAN,TRAIN
1805,TRD101804,LT,EQ-ALPHA-03,2000,2000,2026-08-17,CUSTODIAN,TRAIN
1806,TRD101805,HDFCBANK,EQ-INDEX-04,1500,1500,2026-08-14,CUSTODIAN,TRAIN
1807,TRD101806,ICICIBANK,EQ-CORE-02,1000,1000,2026-08-21,CUSTODIAN,TEST
1808,TRD101807,WIPRO,EQ-INDEX-04,250,250,2026-08-19,CUSTODIAN,TEST
1809,TRD101808,KOTAKBANK,EQ-ALPHA-03,200,200,2026-08-15,CUSTODIAN,TRAIN
1810,TRD101809,RELIANCE,EQ-INDEX-04,1000,1000,2026-08-13,CUSTODIAN,TRAIN
1811,TRD101810,AXISBANK,EQ-CORE-01,500,500,2026-08-07,CUSTODIAN,TRAIN
1812,TRD101811,ITC,EQ-ALPHA-03,1000,1000,2026-08-02,CUSTODIAN,TRAIN
1813,TRD101812,TCS,EQ-ALPHA-03,1000,1000,2026-08-18,CUSTODIAN,TRAIN
1814,TRD101813,KOTAKBANK,EQ-ALPHA-03,750,750,2026-08-14,CUSTODIAN,TRAIN
1815,TRD101814,KOTAKBANK,EQ-INDEX-04,100,100,2026-08-02,CUSTODIAN,TRAIN
1816,TRD101815,ITC,EQ-CORE-01,250,250,2026-08-22,CUSTODIAN,TRAIN
1817,TRD101816,SBIN,EQ-CORE-02,100,100,2026-08-06,CUSTODIAN,TRAIN
1818,TRD101817,TCS,EQ-INDEX-04,1500,1500,2026-08-05,CUSTODIAN,TRAIN
1819,TRD101818,SBIN,EQ-CORE-01,200,200,2026-08-10,CUSTODIAN,TRAIN
1820,TRD101819,MARUTI,EQ-ALPHA-03,1000,1000,2026-08-07,CUSTODIAN,TRAIN
1821,TRD101820,KOTAKBANK,EQ-CORE-02,1500,1500,2026-08-03,CUSTODIAN,TRAIN
1822,TRD101821,WIPRO,EQ-ALPHA-03,750,750,2026-08-16,CUSTODIAN,TEST
1823,TRD101822,WIPRO,EQ-ALPHA-03,1500,1500,2026-08-02,CUSTODIAN,TRAIN
1824,TRD101823,TCS,EQ-INDEX-04,1000,1000,2026-08-04,CUSTODIAN,TRAIN
1825,TRD101824,TCS,EQ-ALPHA-03,200,200,2026-08-04,CUSTODIAN,TEST
1826,TRD101825,HINDUNILVR,EQ-ALPHA-03,250,250,2026-08-08,CUSTODIAN,TRAIN
1827,TRD101826,TCS,EQ-CORE-02,500,500,2026-08-22,CUSTODIAN,TEST
1828,TRD101827,RELIANCE,EQ-CORE-02,1500,1500,2026-08-07,CUSTODIAN,TEST
1829,TRD101828,BHARTIARTL,EQ-CORE-02,500,500,2026-08-10,CUSTODIAN,TRAIN
1830,TRD101829,ICICIBANK,EQ-ALPHA-03,2000,2000,2026-08-17,CUSTODIAN,TEST
1831,TRD101830,HINDUNILVR,EQ-INDEX-04,2000,2000,2026-08-07,CUSTODIAN,TRAIN
1832,TRD101831,LT,EQ-ALPHA-03,500,500,2026-08-15,CUSTODIAN,TRAIN
1833,TRD101832,SBIN,EQ-CORE-02,750,750,2026-08-08,CUSTODIAN,TRAIN
1834,TRD101833,ICICIBANK,EQ-CORE-02,100,100,2026-08-18,CUSTODIAN,TEST
1835,TRD101834,INFY,EQ-INDEX-04,2000,2000,2026-08-13,CUSTODIAN,TRAIN
1836,TRD101835,SBIN,EQ-INDEX-04,200,200,2026-08-02,CUSTODIAN,TRAIN
1837,TRD101836,SBIN,EQ-ALPHA-03,1000,1000,2026-08-05,CUSTODIAN,TRAIN
1838,TRD101837,INFY,EQ-INDEX-04,2000,2000,2026-08-02,CUSTODIAN,TRAIN
1839,TRD101838,WIPRO,EQ-ALPHA-03,1500,1500,2026-08-09,CUSTODIAN,TRAIN
1840,TRD101839,ITC,EQ-CORE-01,1500,1500,2026-08-09,CUSTODIAN,TEST
1841,TRD101840,BHARTIARTL,EQ-CORE-01,750,750,2026-08-14,CUSTODIAN,TRAIN
1842,TRD101841,LT,EQ-CORE-02,250,250,2026-08-21,CUSTODIAN,TRAIN
1843,TRD101842,INFY,EQ-ALPHA-03,1000,1000,2026-08-03,CUSTODIAN,TEST
1844,TRD101843,HINDUNILVR,EQ-CORE-01,1000,2700,2026-08-07,CUSTODIAN,TEST
1845,TRD101844,HDFCBANK,EQ-CORE-02,250,250,2026-08-04,CUSTODIAN,TEST
1846,TRD101845,BHARTIARTL,EQ-ALPHA-03,200,200,2026-08-06,CUSTODIAN,TRAIN
1847,TRD101846,ITC,EQ-INDEX-04,250,250,2026-08-17,CUSTODIAN,TRAIN
1848,TRD101847,TATASTEEL,EQ-CORE-02,2000,2000,2026-08-16,CUSTODIAN,TRAIN
1849,TRD101848,BHARTIARTL,EQ-ALPHA-03,250,250,2026-08-06,CUSTODIAN,TRAIN
1850,TRD101849,MARUTI,EQ-ALPHA-03,1500,1500,2026-08-19,CUSTODIAN,TRAIN
