trade_id,trade_date,security,isin,ticker,quantity,price,trade_value,counterparty,portfolio,booking_status,settlement_date,side,confirmed_price,confirmed_quantity,confirmed_trade_date,confirmed_counterparty,confirmation_status,split
TRD101305,2026-08-03,BHARTIARTL,INE101305,BHARTIARTL,500,1689.7,844850.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-04,SELL,1689.7,500,2026-08-03,NOMURA-BROKER,RECEIVED,TRAIN
TRD101306,2026-08-14,RELIANCE,INE101306,RELIANCE,200,2861.49,572298.0,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-15,BUY,2861.49,200,2026-08-14,KOTAK-CUST,RECEIVED,TRAIN
TRD101307,2026-08-04,WIPRO,INE101307,WIPRO,250,608.84,152210.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-05,SELL,608.84,250,2026-08-04,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD101308,2026-08-21,KOTAKBANK,INE101308,KOTAKBANK,250,1952.42,488105.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-22,SELL,1952.42,250,2026-08-21,NOMURA-BROKER,RECEIVED,TRAIN
TRD101309,2026-08-19,TCS,INE101309,TCS,1000,4100.87,4100870.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-20,BUY,,,,,MISSING,TRAIN
TRD101310,2026-08-20,LT,INE101310,LT,100,3670.31,367031.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-21,BUY,3670.31,100,2026-08-20,ICICI-CUST,RECEIVED,TEST
TRD101311,2026-08-20,WIPRO,INE101311,WIPRO,1500,611.92,917880.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-21,BUY,611.92,1500,2026-08-20,ICICI-CUST,RECEIVED,TEST
TRD101312,2026-08-05,SBIN,INE101312,SBIN,2000,843.88,1687760.0,DEUTSCHE-BROKER,EQ-CORE-02,BOOKED,2026-08-06,BUY,843.88,2000,2026-08-05,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101313,2026-08-11,HDFCBANK,INE101313,HDFCBANK,2000,1679.21,3358420.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-12,SELL,1679.21,2000,2026-08-11,HDFC-CUST,RECEIVED,TRAIN
TRD101314,2026-08-14,KOTAKBANK,INE101314,KOTAKBANK,100,1956.11,195611.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-15,BUY,1956.11,100,2026-08-14,NOMURA-BROKER,RECEIVED,TEST
TRD101315,2026-08-07,HDFCBANK,INE101315,HDFCBANK,1000,1672.57,1672570.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-08,BUY,1672.57,1000,2026-08-08,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD101316,2026-08-13,HINDUNILVR,INE101316,HINDUNILVR,500,2748.57,1374285.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-14,BUY,2748.57,500,2026-08-13,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101317,2026-08-16,ITC,INE101317,ITC,100,466.86,46686.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-17,BUY,466.86,100,2026-08-16,ICICI-CUST,RECEIVED,TRAIN
TRD101318,2026-08-05,KOTAKBANK,INE101318,KOTAKBANK,250,1964.27,491067.5,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-06,BUY,1964.27,250,2026-08-06,ICICI-CUST,RECEIVED,TRAIN
TRD101319,2026-08-15,HDFCBANK,INE101319,HDFCBANK,200,1673.96,334792.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-16,BUY,1673.96,200,2026-08-15,KOTAK-CUST,RECEIVED,TEST
TRD101320,2026-08-08,HDFCBANK,INE101320,HDFCBANK,1500,1669.78,2504670.0,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-09,SELL,1669.78,1500,2026-08-08,KOTAK-CUST,RECEIVED,TRAIN
TRD101321,2026-08-16,KOTAKBANK,INE101321,KOTAKBANK,500,1951.24,975620.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-17,SELL,,,,,MISSING,TRAIN
TRD101322,2026-08-14,BHARTIARTL,INE101322,BHARTIARTL,250,1689.9,422475.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-15,BUY,1689.9,250,2026-08-14,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101323,2026-08-13,MARUTI,INE101323,MARUTI,2000,12917.67,25835340.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-14,SELL,12917.67,2000,2026-08-13,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101324,2026-08-06,AXISBANK,INE101324,AXISBANK,250,1180.87,295217.5,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-07,SELL,1180.87,250,2026-08-06,KOTAK-CUST,RECEIVED,TRAIN
TRD101325,2026-08-18,ICICIBANK,INE101325,ICICIBANK,2000,1238.11,2476220.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-19,BUY,1238.11,2000,2026-08-18,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD101326,2026-08-07,SBIN,INE101326,SBIN,250,847.42,211855.0,HDFC-CUST,EQ-CORE-02,BOOKED,2026-08-08,BUY,,,,,MISSING,TRAIN
TRD101327,2026-08-14,RELIANCE,INE101327,RELIANCE,1000,2850.26,2850260.0,DEUTSCHE-BROKER,EQ-ALPHA-03,BOOKED,2026-08-15,SELL,2850.26,1000,2026-08-14,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101328,2026-08-19,ITC,INE101328,ITC,750,469.56,352170.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-20,BUY,469.56,750,2026-08-19,ICICI-CUST,RECEIVED,TRAIN
TRD101329,2026-08-19,TATASTEEL,INE101329,TATASTEEL,200,172.25,34450.0,HDFC-CUST,EQ-CORE-02,BOOKED,2026-08-20,SELL,172.25,200,2026-08-19,HDFC-CUST,RECEIVED,TRAIN
TRD101330,2026-08-16,ICICIBANK,INE101330,ICICIBANK,1000,1240.92,1240920.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-17,BUY,1254.06,925,2026-08-16,NOMURA-BROKER,RECEIVED,TRAIN
TRD101331,2026-08-08,KOTAKBANK,INE101331,KOTAKBANK,1500,1964.04,2946060.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-09,BUY,1964.04,1500,2026-08-08,HDFC-CUST,RECEIVED,TRAIN
TRD101332,2026-08-01,TATASTEEL,INE101332,TATASTEEL,1000,172.68,172680.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-02,SELL,172.68,1000,2026-08-01,NOMURA-BROKER,RECEIVED,TRAIN
TRD101333,2026-08-05,AXISBANK,INE101333,AXISBANK,2000,1185.49,2370980.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-06,BUY,1185.49,2000,2026-08-05,KOTAK-CUST,RECEIVED,TRAIN
TRD101334,2026-08-21,RELIANCE,INE101334,RELIANCE,200,2858.22,571644.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-22,SELL,2858.22,200,2026-08-21,NOMURA-BROKER,RECEIVED,TRAIN
TRD101335,2026-08-07,WIPRO,INE101335,WIPRO,200,610.46,122092.0,DEUTSCHE-BROKER,EQ-CORE-02,BOOKED,2026-08-08,SELL,610.46,200,2026-08-07,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101336,2026-08-18,ICICIBANK,INE101336,ICICIBANK,750,1240.81,930607.5,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-19,SELL,1240.81,750,2026-08-18,NOMURA-BROKER,RECEIVED,TRAIN
TRD101337,2026-08-03,WIPRO,INE101337,WIPRO,1500,611.89,917835.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-04,BUY,611.89,1500,2026-08-03,ICICI-CUST,RECEIVED,TEST
TRD101338,2026-08-13,ICICIBANK,INE101338,ICICIBANK,500,1246.14,623070.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-14,BUY,1246.14,500,2026-08-13,NOMURA-BROKER,RECEIVED,TEST
TRD101339,2026-08-03,INFY,INE101339,INFY,2000,1880.88,3761760.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-04,SELL,1880.88,2000,2026-08-03,NOMURA-BROKER,RECEIVED,TEST
TRD101340,2026-08-06,KOTAKBANK,INE101340,KOTAKBANK,750,1960.26,1470195.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-07,BUY,1960.26,750,2026-08-06,HDFC-CUST,RECEIVED,TRAIN
TRD101341,2026-08-06,WIPRO,INE101341,WIPRO,250,608.51,152127.5,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-07,SELL,608.51,250,2026-08-06,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD101342,2026-08-02,AXISBANK,INE101342,AXISBANK,500,1176.54,588270.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-03,BUY,1176.54,500,2026-08-02,NOMURA-BROKER,RECEIVED,TEST
TRD101343,2026-08-20,ICICIBANK,INE101343,ICICIBANK,1500,1240.06,1860090.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-21,BUY,1255.11,1425,2026-08-20,ICICI-CUST,RECEIVED,TEST
TRD101344,2026-08-09,ICICIBANK,INE101344,ICICIBANK,200,1239.28,247856.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-10,BUY,1239.28,200,2026-08-09,ICICI-CUST,RECEIVED,TRAIN
TRD101345,2026-08-04,AXISBANK,INE101345,AXISBANK,500,1179.99,589995.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-05,SELL,1179.99,500,2026-08-04,ICICI-CUST,RECEIVED,TRAIN
TRD101346,2026-08-02,HINDUNILVR,INE101346,HINDUNILVR,100,2750.14,275014.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-03,BUY,2750.14,100,2026-08-02,ICICI-CUST,RECEIVED,TRAIN
TRD101347,2026-08-16,BHARTIARTL,INE101347,BHARTIARTL,750,1697.7,1273275.0,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-17,SELL,1697.7,750,2026-08-16,KOTAK-CUST,RECEIVED,TRAIN
TRD101348,2026-08-08,SBIN,INE101348,SBIN,1000,849.82,849820.0,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-09,SELL,859.2,1000,2026-08-08,KOTAK-CUST,RECEIVED,TRAIN
TRD101349,2026-08-11,AXISBANK,INE101349,AXISBANK,100,1185.86,118586.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-12,SELL,1185.86,150,2026-08-11,ICICI-CUST,RECEIVED,TEST
TRD101350,2026-08-05,MARUTI,INE101350,MARUTI,1500,13009.23,19513845.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-06,SELL,13009.23,1500,2026-08-05,ICICI-CUST,RECEIVED,TRAIN
TRD101351,2026-08-20,WIPRO,INE101351,WIPRO,500,609.55,304775.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-21,SELL,,,,,MISSING,TRAIN
TRD101352,2026-08-21,KOTAKBANK,INE101352,KOTAKBANK,500,1945.98,972990.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-22,SELL,1945.98,500,2026-08-22,KOTAK-CUST,RECEIVED,TRAIN
TRD101353,2026-08-11,MARUTI,INE101353,MARUTI,100,13040.95,1304095.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-12,BUY,13040.95,100,2026-08-11,NOMURA-BROKER,RECEIVED,TRAIN
TRD101354,2026-08-20,AXISBANK,INE101354,AXISBANK,2000,1179.07,2358140.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-21,SELL,1179.07,2000,2026-08-20,ICICI-CUST,RECEIVED,TRAIN
TRD101355,2026-08-04,TATASTEEL,INE101355,TATASTEEL,2000,173.29,346580.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-05,SELL,173.29,2000,2026-08-04,NOMURA-BROKER,RECEIVED,TRAIN
TRD101356,2026-08-17,AXISBANK,INE101356,AXISBANK,500,1182.75,591375.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-18,BUY,1182.75,500,2026-08-17,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101357,2026-08-18,ITC,INE101357,ITC,200,467.97,93594.0,DEUTSCHE-BROKER,EQ-CORE-02,BOOKED,2026-08-19,SELL,467.97,200,2026-08-18,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD101358,2026-08-08,TCS,INE101358,TCS,2000,4127.45,8254900.0,HDFC-CUST,EQ-CORE-02,BOOKED,2026-08-09,BUY,4127.45,2000,2026-08-08,HDFC-CUST,RECEIVED,TRAIN
TRD101359,2026-08-01,HINDUNILVR,INE101359,HINDUNILVR,200,2734.77,546954.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-02,SELL,2734.77,200,2026-08-01,HDFC-CUST,RECEIVED,TEST
TRD101360,2026-08-09,HINDUNILVR,INE101360,HINDUNILVR,750,2737.92,2053440.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-10,BUY,2737.92,750,2026-08-09,NOMURA-BROKER,RECEIVED,TRAIN
TRD101361,2026-08-21,KOTAKBANK,INE101361,KOTAKBANK,250,1963.97,490992.5,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-22,BUY,1963.97,250,2026-08-21,NOMURA-BROKER,RECEIVED,TEST
TRD101362,2026-08-19,HINDUNILVR,INE101362,HINDUNILVR,1000,2755.81,2755810.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-20,SELL,2755.81,1000,2026-08-19,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101363,2026-08-18,BHARTIARTL,INE101363,BHARTIARTL,1500,1693.0,2539500.0,DEUTSCHE-BROKER,EQ-CORE-02,BOOKED,2026-08-19,BUY,1693.0,1500,2026-08-18,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101364,2026-08-04,ICICIBANK,INE101364,ICICIBANK,200,1238.21,247642.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-05,BUY,1238.21,200,2026-08-04,ICICI-CUST,RECEIVED,TRAIN
TRD101365,2026-08-05,WIPRO,INE101365,WIPRO,200,610.79,122158.0,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-06,BUY,610.79,200,2026-08-05,KOTAK-CUST,RECEIVED,TRAIN
TRD101366,2026-08-07,ICICIBANK,INE101366,ICICIBANK,100,1241.92,124192.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-08,SELL,1241.92,100,2026-08-07,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101367,2026-08-05,HINDUNILVR,INE101367,HINDUNILVR,1000,2753.77,2753770.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-06,BUY,2753.77,1000,2026-08-05,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101368,2026-08-15,BHARTIARTL,INE101368,BHARTIARTL,100,1691.05,169105.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-16,SELL,1691.05,100,2026-08-15,KOTAK-CUST,RECEIVED,TRAIN
TRD101369,2026-08-15,MARUTI,INE101369,MARUTI,500,12979.98,6489990.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-16,BUY,12979.98,500,2026-08-15,HDFC-CUST,RECEIVED,TRAIN
TRD101370,2026-08-10,WIPRO,INE101370,WIPRO,100,610.95,61095.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-11,SELL,610.95,100,2026-08-10,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101371,2026-08-07,MARUTI,INE101371,MARUTI,2000,12997.01,25994020.0,DEUTSCHE-BROKER,EQ-ALPHA-03,BOOKED,2026-08-08,SELL,12997.01,2000,2026-08-07,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101372,2026-08-07,RELIANCE,INE101372,RELIANCE,1000,2840.6,2840600.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-08,BUY,2840.6,1000,2026-08-07,NOMURA-BROKER,RECEIVED,TRAIN
TRD101373,2026-08-13,TATASTEEL,INE101373,TATASTEEL,250,173.07,43267.5,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-14,BUY,173.07,250,2026-08-13,KOTAK-CUST,RECEIVED,TRAIN
TRD101374,2026-08-16,LT,INE101374,LT,1500,3674.17,5511255.0,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-17,SELL,3674.17,1500,2026-08-17,KOTAK-CUST,RECEIVED,TRAIN
TRD101375,2026-08-07,TCS,INE101375,TCS,750,4111.78,3083835.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-08,BUY,4111.78,750,2026-08-07,NOMURA-BROKER,RECEIVED,TRAIN
TRD101376,2026-08-19,INFY,INE101376,INFY,1000,1895.07,1895070.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-20,SELL,1895.07,1000,2026-08-19,ICICI-CUST,RECEIVED,TRAIN
TRD101377,2026-08-15,KOTAKBANK,INE101377,KOTAKBANK,250,1957.21,489302.5,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-16,SELL,1985.72,175,2026-08-15,NOMURA-BROKER,RECEIVED,TEST
TRD101378,2026-08-07,TATASTEEL,INE101378,TATASTEEL,250,171.95,42987.5,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-08,SELL,171.95,250,2026-08-07,NOMURA-BROKER,RECEIVED,TRAIN
TRD101379,2026-08-05,WIPRO,INE101379,WIPRO,200,611.44,122288.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-06,BUY,611.44,200,2026-08-05,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101380,2026-08-16,TATASTEEL,INE101380,TATASTEEL,100,171.75,17175.0,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-17,BUY,171.75,100,2026-08-16,NOMURA-BROKER,RECEIVED,TRAIN
TRD101381,2026-08-05,LT,INE101381,LT,1000,3683.59,3683590.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-06,BUY,3683.59,1000,2026-08-05,NOMURA-BROKER,RECEIVED,TRAIN
TRD101382,2026-08-16,RELIANCE,INE101382,RELIANCE,200,2843.11,568622.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-17,SELL,2843.11,200,2026-08-16,KOTAK-CUST,RECEIVED,TRAIN
TRD101383,2026-08-21,HINDUNILVR,INE101383,HINDUNILVR,200,2753.23,550646.0,DEUTSCHE-BROKER,EQ-ALPHA-03,BOOKED,2026-08-22,SELL,2753.23,200,2026-08-21,DEUTSCHE-BROKER,RECEIVED,TEST
TRD101384,2026-08-03,SBIN,INE101384,SBIN,100,842.39,84239.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-04,BUY,864.7,100,2026-08-03,ICICI-CUST,RECEIVED,TRAIN
TRD101385,2026-08-04,RELIANCE,INE101385,RELIANCE,2000,2844.05,5688100.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-05,SELL,2844.05,2000,2026-08-04,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101386,2026-08-05,ITC,INE101386,ITC,1500,467.95,701925.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-06,BUY,467.95,1500,2026-08-05,ICICI-CUST,RECEIVED,TEST
TRD101387,2026-08-01,WIPRO,INE101387,WIPRO,250,609.77,152442.5,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-02,BUY,609.77,250,2026-08-01,DEUTSCHE-BROKER,RECEIVED,TEST
TRD101388,2026-08-07,LT,INE101388,LT,200,3689.48,737896.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-08,BUY,3689.48,200,2026-08-07,NOMURA-BROKER,RECEIVED,TEST
TRD101389,2026-08-15,MARUTI,INE101389,MARUTI,250,12915.79,3228947.5,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-16,BUY,12915.79,250,2026-08-15,KOTAK-CUST,RECEIVED,TRAIN
TRD101390,2026-08-03,INFY,INE101390,INFY,500,1893.19,946595.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-04,BUY,1893.19,500,2026-08-03,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101391,2026-08-12,TCS,INE101391,TCS,200,4121.0,824200.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-13,SELL,4121.0,200,2026-08-12,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101392,2026-08-02,KOTAKBANK,INE101392,KOTAKBANK,100,1950.78,195078.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-03,SELL,1950.78,100,2026-08-02,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101393,2026-08-17,INFY,INE101393,INFY,2000,1893.99,3787980.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-18,BUY,1893.99,2000,2026-08-17,KOTAK-CUST,RECEIVED,TRAIN
TRD101394,2026-08-07,KOTAKBANK,INE101394,KOTAKBANK,100,1950.56,195056.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-08,BUY,1989.55,100,2026-08-07,HDFC-CUST,RECEIVED,TRAIN
TRD101395,2026-08-09,INFY,INE101395,INFY,500,1892.03,946015.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-10,BUY,1892.03,500,2026-08-09,HDFC-CUST,RECEIVED,TRAIN
TRD101396,2026-08-21,LT,INE101396,LT,750,3671.34,2753505.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-22,SELL,3671.34,750,2026-08-21,HDFC-CUST,RECEIVED,TEST
TRD101397,2026-08-05,TCS,INE101397,TCS,750,4128.02,3096015.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-06,BUY,4128.02,750,2026-08-05,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101398,2026-08-21,KOTAKBANK,INE101398,KOTAKBANK,750,1965.39,1474042.5,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-22,BUY,1965.39,750,2026-08-21,HDFC-CUST,RECEIVED,TRAIN
TRD101399,2026-08-14,BHARTIARTL,INE101399,BHARTIARTL,250,1687.3,421825.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-15,BUY,1687.3,250,2026-08-14,DEUTSCHE-BROKER,RECEIVED,TEST
TRD101400,2026-08-04,TCS,INE101400,TCS,750,4105.28,3078960.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-05,BUY,4105.28,750,2026-08-04,NOMURA-BROKER,RECEIVED,TRAIN
TRD101401,2026-08-11,SBIN,INE101401,SBIN,200,844.44,168888.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-12,BUY,844.44,200,2026-08-11,KOTAK-CUST,RECEIVED,TEST
TRD101402,2026-08-08,ICICIBANK,INE101402,ICICIBANK,100,1235.81,123581.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-09,BUY,1235.81,100,2026-08-09,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101403,2026-08-16,INFY,INE101403,INFY,750,1891.98,1418985.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-17,SELL,1891.98,750,2026-08-16,ICICI-CUST,RECEIVED,TEST
TRD101404,2026-08-02,LT,INE101404,LT,750,3684.1,2763075.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-03,SELL,3684.1,750,2026-08-02,HDFC-CUST,RECEIVED,TRAIN
TRD101405,2026-08-18,INFY,INE101405,INFY,1000,1896.09,1896090.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-19,SELL,1896.09,1000,2026-08-18,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101406,2026-08-17,AXISBANK,INE101406,AXISBANK,250,1177.41,294352.5,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-18,BUY,1177.41,250,2026-08-17,NOMURA-BROKER,RECEIVED,TRAIN
TRD101407,2026-08-09,INFY,INE101407,INFY,1500,1891.58,2837370.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-10,BUY,1891.58,1500,2026-08-09,ICICI-CUST,RECEIVED,TEST
TRD101408,2026-08-06,KOTAKBANK,INE101408,KOTAKBANK,1500,1959.74,2939610.0,DEUTSCHE-BROKER,EQ-ALPHA-03,BOOKED,2026-08-07,SELL,1959.74,1500,2026-08-06,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD101409,2026-08-14,LT,INE101409,LT,750,3671.9,2753925.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-15,SELL,3671.9,750,2026-08-14,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101410,2026-08-14,KOTAKBANK,INE101410,KOTAKBANK,200,1964.45,392890.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-15,BUY,,,,,MISSING,TRAIN
TRD101411,2026-08-06,TCS,INE101411,TCS,500,4139.08,2069540.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-07,BUY,4139.08,500,2026-08-06,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD101412,2026-08-16,WIPRO,INE101412,WIPRO,750,610.68,458010.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-17,BUY,610.68,750,2026-08-16,ICICI-CUST,RECEIVED,TRAIN
TRD101413,2026-08-18,ITC,INE101413,ITC,2000,468.97,937940.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-19,SELL,468.97,2000,2026-08-18,NOMURA-BROKER,RECEIVED,TRAIN
TRD101414,2026-08-01,RELIANCE,INE101414,RELIANCE,500,2862.21,1431105.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-02,SELL,2862.21,500,2026-08-01,NOMURA-BROKER,RECEIVED,TEST
TRD101415,2026-08-06,HDFCBANK,INE101415,HDFCBANK,100,1677.0,167700.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-07,BUY,1677.0,100,2026-08-06,NOMURA-BROKER,RECEIVED,TRAIN
TRD101416,2026-08-17,TCS,INE101416,TCS,1000,4134.74,4134740.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-18,SELL,4134.74,1000,2026-08-17,KOTAK-CUST,RECEIVED,TRAIN
TRD101417,2026-08-04,ITC,INE101417,ITC,1500,467.35,701025.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-05,BUY,467.35,1500,2026-08-04,KOTAK-CUST,RECEIVED,TEST
TRD101418,2026-08-09,ICICIBANK,INE101418,ICICIBANK,750,1240.59,930442.5,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-10,SELL,1240.59,750,2026-08-09,HDFC-CUST,RECEIVED,TRAIN
TRD101419,2026-08-21,HDFCBANK,INE101419,HDFCBANK,750,1682.39,1261792.5,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-22,SELL,1682.39,750,2026-08-21,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
