doc_id,break_id,trade_id,symbol,quantity,price,counterparty,settlement_date,break_type,mismatch_type,root_cause,severity,corporate_action_type,template_used
doc_0519,BRK00335,TRD100690,HDFCBANK,750,1668.38,ICICI-CUST,2026-08-12,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0520,BRK00346,TRD100707,WIPRO,1000,608.88,MORGANSTANLEY-BROKER,2026-08-13,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0521,BRK00349,TRD100713,ICICIBANK,2000,1244.29,NOMURA-BROKER,2026-08-13,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0522,BRK00359,TRD100727,KOTAKBANK,500,1956.02,NOMURA-BROKER,2026-08-21,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0523,BRK00362,TRD100733,HINDUNILVR,2000,2759.27,NOMURA-BROKER,2026-08-16,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0524,BRK00364,TRD100738,WIPRO,200,608.84,KOTAK-CUST,2026-08-22,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0525,BRK00369,TRD100751,WIPRO,200,611.32,DEUTSCHE-BROKER,2026-08-19,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0526,BRK00375,TRD100762,KOTAKBANK,250,1956.36,DEUTSCHE-BROKER,2026-08-21,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0527,BRK00380,TRD100771,AXISBANK,750,1174.79,DEUTSCHE-BROKER,2026-08-20,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0528,BRK00381,TRD100772,TATASTEEL,1000,172.19,DEUTSCHE-BROKER,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0529,BRK00385,TRD100782,INFY,1000,1892.5,MORGANSTANLEY-BROKER,2026-08-16,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0530,BRK00390,TRD100787,WIPRO,100,609.6,ICICI-CUST,2026-08-18,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0531,BRK00403,TRD100818,WIPRO,250,609.61,ICICI-CUST,2026-08-14,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0532,BRK00404,TRD100822,ITC,2000,470.57,ICICI-CUST,2026-08-19,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0533,BRK00411,TRD100841,LT,100,3669.41,KOTAK-CUST,2026-08-12,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0534,BRK00420,TRD100857,BHARTIARTL,100,1683.4,HDFC-CUST,2026-08-14,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0535,BRK00432,TRD100880,MARUTI,2000,13031.09,DEUTSCHE-BROKER,2026-08-21,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0536,BRK00447,TRD100911,ITC,500,469.42,NOMURA-BROKER,2026-08-07,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0537,BRK00449,TRD100914,RELIANCE,2000,2840.49,ICICI-CUST,2026-08-22,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0538,BRK00451,TRD100916,ITC,1500,468.45,MORGANSTANLEY-BROKER,2026-08-04,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0539,BRK00452,TRD100917,BHARTIARTL,2000,1684.0,KOTAK-CUST,2026-08-19,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0540,BRK00455,TRD100925,HINDUNILVR,2000,2757.68,HDFC-CUST,2026-08-19,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0541,BRK00456,TRD100926,RELIANCE,250,2850.18,DEUTSCHE-BROKER,2026-08-02,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0542,BRK00457,TRD100927,WIPRO,250,607.39,ICICI-CUST,2026-08-22,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0543,BRK00459,TRD100929,AXISBANK,500,1175.09,DEUTSCHE-BROKER,2026-08-08,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0544,BRK00476,TRD100961,ICICIBANK,1500,1243.94,MORGANSTANLEY-BROKER,2026-08-21,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0545,BRK00481,TRD100973,RELIANCE,500,2860.05,NOMURA-BROKER,2026-08-18,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0546,BRK00483,TRD100976,ITC,1000,471.11,HDFC-CUST,2026-08-03,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0547,BRK00485,TRD100978,INFY,250,1883.9,ICICI-CUST,2026-08-05,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0548,BRK00490,TRD100986,SBIN,100,846.51,MORGANSTANLEY-BROKER,2026-08-08,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0549,BRK00493,TRD100989,BHARTIARTL,250,1694.05,KOTAK-CUST,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0550,BRK00495,TRD100991,WIPRO,2000,611.82,DEUTSCHE-BROKER,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0551,BRK00502,TRD101007,HINDUNILVR,2000,2743.18,ICICI-CUST,2026-08-07,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0552,BRK00506,TRD101015,TCS,750,4101.93,NOMURA-BROKER,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0553,BRK00510,TRD101022,BHARTIARTL,500,1690.64,ICICI-CUST,2026-08-15,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0554,BRK00519,TRD101039,TATASTEEL,250,172.44,KOTAK-CUST,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0555,BRK00527,TRD101053,AXISBANK,1000,1177.58,MORGANSTANLEY-BROKER,2026-08-20,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0556,BRK00529,TRD101057,KOTAKBANK,2000,1951.16,MORGANSTANLEY-BROKER,2026-08-22,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0557,BRK00530,TRD101062,ITC,1500,468.53,HDFC-CUST,2026-08-03,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0558,BRK00537,TRD101071,KOTAKBANK,500,1964.76,KOTAK-CUST,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0559,BRK00538,TRD101077,TATASTEEL,1000,172.82,HDFC-CUST,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0560,BRK00539,TRD101080,HINDUNILVR,250,2731.96,NOMURA-BROKER,2026-08-08,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0561,BRK00540,TRD101083,HINDUNILVR,750,2737.33,KOTAK-CUST,2026-08-15,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0562,BRK00543,TRD101092,RELIANCE,2000,2840.04,NOMURA-BROKER,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0563,BRK00548,TRD101099,TATASTEEL,1500,172.08,MORGANSTANLEY-BROKER,2026-08-10,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0564,BRK00554,TRD101109,KOTAKBANK,750,1957.54,KOTAK-CUST,2026-08-02,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0565,BRK00566,TRD101145,ITC,750,467.66,ICICI-CUST,2026-08-19,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0566,BRK00570,TRD101153,MARUTI,250,12931.06,DEUTSCHE-BROKER,2026-08-08,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0567,BRK00576,TRD101163,TATASTEEL,1500,172.92,ICICI-CUST,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0568,BRK00577,TRD101165,LT,750,3680.94,HDFC-CUST,2026-08-22,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0569,BRK00579,TRD101169,SBIN,500,848.18,MORGANSTANLEY-BROKER,2026-08-20,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0570,BRK00582,TRD101175,KOTAKBANK,1500,1965.41,NOMURA-BROKER,2026-08-17,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0571,BRK00586,TRD101181,TATASTEEL,750,173.12,HDFC-CUST,2026-08-08,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0572,BRK00587,TRD101182,TCS,1000,4102.93,DEUTSCHE-BROKER,2026-08-03,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0573,BRK00589,TRD101186,WIPRO,750,611.24,NOMURA-BROKER,2026-08-07,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0574,BRK00592,TRD101191,BHARTIARTL,100,1696.48,DEUTSCHE-BROKER,2026-08-12,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0575,BRK00604,TRD101218,HDFCBANK,100,1683.44,MORGANSTANLEY-BROKER,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0576,BRK00606,TRD101230,LT,100,3672.6,DEUTSCHE-BROKER,2026-08-14,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0577,BRK00611,TRD101239,SBIN,500,847.02,MORGANSTANLEY-BROKER,2026-08-16,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0578,BRK00634,TRD101282,ICICIBANK,500,1234.69,DEUTSCHE-BROKER,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0579,BRK00639,TRD101290,ICICIBANK,500,1240.88,ICICI-CUST,2026-08-16,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0580,BRK00642,TRD101296,KOTAKBANK,750,1948.92,HDFC-CUST,2026-08-13,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0581,BRK00644,TRD101298,WIPRO,750,610.01,ICICI-CUST,2026-08-21,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0582,BRK00661,TRD101337,WIPRO,1500,611.89,ICICI-CUST,2026-08-04,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0583,BRK00662,TRD101338,ICICIBANK,500,1246.14,NOMURA-BROKER,2026-08-14,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0584,BRK00673,TRD101360,HINDUNILVR,750,2737.92,NOMURA-BROKER,2026-08-10,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0585,BRK00674,TRD101362,HINDUNILVR,1000,2755.81,MORGANSTANLEY-BROKER,2026-08-20,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0586,BRK00690,TRD101409,LT,750,3671.9,MORGANSTANLEY-BROKER,2026-08-15,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0587,BRK00693,TRD101414,RELIANCE,500,2862.21,NOMURA-BROKER,2026-08-02,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0588,BRK00696,TRD101418,ICICIBANK,750,1240.59,HDFC-CUST,2026-08-10,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0589,BRK00698,TRD101420,TATASTEEL,2000,171.69,MORGANSTANLEY-BROKER,2026-08-02,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0590,BRK00708,TRD101442,ICICIBANK,2000,1239.11,ICICI-CUST,2026-08-11,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0591,BRK00710,TRD101446,TATASTEEL,200,171.72,MORGANSTANLEY-BROKER,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0592,BRK00718,TRD101461,MARUTI,500,13021.13,KOTAK-CUST,2026-08-09,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0593,BRK00722,TRD101468,BHARTIARTL,100,1683.81,NOMURA-BROKER,2026-08-02,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0594,BRK00725,TRD101474,RELIANCE,500,2836.93,DEUTSCHE-BROKER,2026-08-15,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0595,BRK00727,TRD101478,BHARTIARTL,1000,1692.08,HDFC-CUST,2026-08-15,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0596,BRK00732,TRD101485,BHARTIARTL,200,1691.77,MORGANSTANLEY-BROKER,2026-08-15,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0597,BRK00747,TRD101507,WIPRO,200,609.32,ICICI-CUST,2026-08-18,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0598,BRK00748,TRD101510,HINDUNILVR,250,2752.98,MORGANSTANLEY-BROKER,2026-08-07,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0599,BRK00752,TRD101518,ITC,1000,468.96,KOTAK-CUST,2026-08-21,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0600,BRK00753,TRD101520,WIPRO,500,611.57,ICICI-CUST,2026-08-19,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0601,BRK00754,TRD101522,MARUTI,2000,13001.96,DEUTSCHE-BROKER,2026-08-13,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0602,BRK00760,TRD101535,TATASTEEL,250,172.45,ICICI-CUST,2026-08-12,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0603,BRK00765,TRD101546,HDFCBANK,2000,1682.75,DEUTSCHE-BROKER,2026-08-13,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0604,BRK00768,TRD101553,LT,200,3684.99,NOMURA-BROKER,2026-08-14,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0605,BRK00771,TRD101557,LT,500,3688.48,KOTAK-CUST,2026-08-14,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0606,BRK00774,TRD101564,SBIN,1000,845.46,MORGANSTANLEY-BROKER,2026-08-21,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0607,BRK00779,TRD101577,INFY,1000,1883.16,NOMURA-BROKER,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0608,BRK00789,TRD101602,INFY,2000,1897.41,HDFC-CUST,2026-08-05,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0609,BRK00800,TRD101624,ICICIBANK,2000,1246.85,HDFC-CUST,2026-08-18,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0610,BRK00802,TRD101626,RELIANCE,1000,2860.03,DEUTSCHE-BROKER,2026-08-05,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0611,BRK00803,TRD101627,ICICIBANK,200,1246.63,NOMURA-BROKER,2026-08-17,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0612,BRK00813,TRD101645,MARUTI,750,12988.49,ICICI-CUST,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0613,BRK00814,TRD101646,WIPRO,500,610.45,NOMURA-BROKER,2026-08-19,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0614,BRK00818,TRD101651,MARUTI,2000,13026.64,ICICI-CUST,2026-08-21,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0615,BRK00819,TRD101656,AXISBANK,750,1174.75,NOMURA-BROKER,2026-08-22,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0616,BRK00820,TRD101661,BHARTIARTL,2000,1692.19,MORGANSTANLEY-BROKER,2026-08-07,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0617,BRK00824,TRD101676,MARUTI,250,13040.76,MORGANSTANLEY-BROKER,2026-08-04,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0618,BRK00826,TRD101679,TATASTEEL,100,171.83,NOMURA-BROKER,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0619,BRK00829,TRD101684,HINDUNILVR,500,2746.54,NOMURA-BROKER,2026-08-14,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0620,BRK00830,TRD101686,TCS,2000,4105.01,KOTAK-CUST,2026-08-21,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0621,BRK00834,TRD101696,TCS,1000,4130.02,ICICI-CUST,2026-08-06,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0622,BRK00844,TRD101726,ITC,1500,468.25,MORGANSTANLEY-BROKER,2026-08-13,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0623,BRK00852,TRD101739,ICICIBANK,2000,1238.83,MORGANSTANLEY-BROKER,2026-08-20,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0624,BRK00856,TRD101745,AXISBANK,100,1185.68,MORGANSTANLEY-BROKER,2026-08-19,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0625,BRK00861,TRD101754,INFY,500,1892.85,MORGANSTANLEY-BROKER,2026-08-04,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0626,BRK00863,TRD101756,BHARTIARTL,750,1692.32,MORGANSTANLEY-BROKER,2026-08-22,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0627,BRK00866,TRD101767,TCS,1000,4137.74,ICICI-CUST,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0628,BRK00877,TRD101786,KOTAKBANK,500,1952.22,MORGANSTANLEY-BROKER,2026-08-17,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0629,BRK00881,TRD101794,SBIN,1500,842.89,ICICI-CUST,2026-08-17,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0630,BRK00888,TRD101806,ICICIBANK,1000,1241.18,HDFC-CUST,2026-08-21,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0631,BRK00892,TRD101816,SBIN,100,846.55,NOMURA-BROKER,2026-08-06,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0632,BRK00901,TRD101832,SBIN,750,842.14,KOTAK-CUST,2026-08-08,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0633,BRK00909,TRD101845,BHARTIARTL,200,1694.19,NOMURA-BROKER,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0634,BRK00911,TRD101852,KOTAKBANK,500,1948.62,ICICI-CUST,2026-08-08,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0635,BRK00920,TRD101882,TCS,500,4130.97,KOTAK-CUST,2026-08-18,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0636,BRK00925,TRD101890,HDFCBANK,1500,1675.11,KOTAK-CUST,2026-08-16,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0637,BRK00927,TRD101892,KOTAKBANK,250,1959.29,DEUTSCHE-BROKER,2026-08-05,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0638,BRK00928,TRD101894,AXISBANK,1500,1185.51,MORGANSTANLEY-BROKER,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0639,BRK00931,TRD101899,MARUTI,250,12946.88,ICICI-CUST,2026-08-04,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0640,BRK00936,TRD101905,ICICIBANK,200,1238.69,DEUTSCHE-BROKER,2026-08-04,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
