cash_id,trade_id,account,currency,amount,expected_amount,value_date,transaction_type,status,split
1483,TRD101453,ACC-EQ-CORE-01,INR,188387.0,188387.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1484,TRD101454,ACC-EQ-ALPHA-03,INR,2754690.0,2754690.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1485,TRD101455,ACC-EQ-CORE-01,INR,940855.0,940855.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1486,TRD101456,ACC-EQ-CORE-02,INR,129892.5,129892.5,2026-08-10,SETTLEMENT,MATCHED,TRAIN
1487,TRD101457,ACC-EQ-ALPHA-03,INR,732360.0,732360.0,2026-08-13,SETTLEMENT,MATCHED,TEST
1488,TRD101458,ACC-EQ-ALPHA-03,INR,3097425.0,3097425.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1489,TRD101459,ACC-EQ-ALPHA-03,INR,285973.0,285973.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1490,TRD101460,ACC-EQ-INDEX-04,INR,124126.0,124126.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
1491,TRD101461,ACC-EQ-ALPHA-03,INR,6510565.0,6510565.0,2026-08-09,SETTLEMENT,MATCHED,TEST
1492,TRD101462,ACC-EQ-INDEX-04,INR,1764285.0,1764285.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1493,TRD101463,ACC-EQ-CORE-02,INR,3765240.0,3765240.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1494,TRD101464,ACC-EQ-ALPHA-03,INR,3365260.0,3365260.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1495,TRD101465,ACC-EQ-CORE-02,INR,311395.0,311395.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1496,TRD101466,ACC-EQ-INDEX-04,INR,377782.0,377782.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1497,TRD101467,ACC-EQ-CORE-01,INR,152932.5,152932.5,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1498,TRD101468,ACC-EQ-CORE-01,INR,168381.0,168381.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1499,TRD101469,ACC-EQ-CORE-01,INR,334262.0,334262.0,2026-08-22,SETTLEMENT,MATCHED,TEST
1500,TRD101470,ACC-EQ-CORE-01,INR,549352.0,549352.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1501,TRD101471,ACC-EQ-ALPHA-03,INR,3790420.0,3790420.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1502,TRD101472,ACC-EQ-ALPHA-03,INR,116925.0,116925.0,2026-08-19,SETTLEMENT,MATCHED,TEST
1503,TRD101473,ACC-EQ-INDEX-04,INR,283918.0,283918.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1504,TRD101474,ACC-EQ-CORE-02,INR,1418465.0,1418465.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1505,TRD101475,ACC-EQ-CORE-01,INR,1462755.0,1462755.0,2026-08-14,SETTLEMENT,MATCHED,TEST
1506,TRD101476,ACC-EQ-CORE-01,INR,377018.0,377018.0,2026-08-11,SETTLEMENT,MATCHED,TEST
1507,TRD101477,ACC-EQ-CORE-02,INR,4138190.0,4138190.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1508,TRD101478,ACC-EQ-ALPHA-03,INR,1692080.0,1692080.0,2026-08-15,SETTLEMENT,MATCHED,TEST
1509,TRD101479,ACC-EQ-ALPHA-03,INR,168732.0,168732.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1510,TRD101480,ACC-EQ-CORE-02,INR,550706.0,550706.0,2026-08-06,SETTLEMENT,MATCHED,TEST
1511,TRD101481,ACC-EQ-CORE-01,INR,2833935.0,2833935.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1512,TRD101482,ACC-EQ-CORE-02,INR,456135.0,456135.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1513,TRD101483,ACC-EQ-INDEX-04,INR,845550.0,845550.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1514,TRD101484,ACC-EQ-INDEX-04,INR,944045.0,944045.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1515,TRD101485,ACC-EQ-CORE-02,INR,338354.0,338354.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1516,TRD101486,ACC-EQ-INDEX-04,INR,1666870.0,1666870.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1517,TRD101487,ACC-EQ-CORE-02,INR,34338.0,34338.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1518,TRD101488,ACC-EQ-CORE-02,INR,117617.5,117617.5,2026-08-19,SETTLEMENT,MATCHED,TEST
1519,TRD101489,ACC-EQ-CORE-02,INR,6461175.0,6461175.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
1520,TRD101490,ACC-EQ-CORE-01,INR,55651.05,61155.0,2026-08-15,SETTLEMENT,MATCHED,TEST
1521,TRD101491,ACC-EQ-CORE-01,INR,391050.0,391050.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
1522,TRD101492,ACC-EQ-INDEX-04,INR,210510.0,210510.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1523,TRD101493,ACC-EQ-ALPHA-03,INR,686192.5,686192.5,2026-08-06,SETTLEMENT,MATCHED,TEST
1524,TRD101494,ACC-EQ-CORE-01,GBP,1571188.5,1689450.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1525,TRD101495,ACC-EQ-CORE-02,INR,1025655.0,1025655.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1527,TRD101497,ACC-EQ-CORE-01,INR,304940.0,304940.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1528,TRD101498,ACC-EQ-INDEX-04,INR,944210.0,944210.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
1529,TRD101499,ACC-EQ-ALPHA-03,INR,2135458.76,2604218.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1530,TRD101500,ACC-EQ-INDEX-04,INR,19404735.0,19404735.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1531,TRD101501,ACC-EQ-ALPHA-03,INR,247178.0,247178.0,2026-08-13,SETTLEMENT,MATCHED,TEST
1532,TRD101502,ACC-EQ-CORE-02,INR,1252162.5,1252162.5,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1533,TRD101503,ACC-EQ-CORE-01,INR,2052772.5,2052772.5,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1534,TRD101504,ACC-EQ-INDEX-04,INR,249342.0,249342.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
1535,TRD101505,ACC-EQ-ALPHA-03,INR,2838900.0,2838900.0,2026-08-11,SETTLEMENT,MATCHED,TEST
1536,TRD101506,ACC-EQ-ALPHA-03,INR,843630.0,843630.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1537,TRD101507,ACC-EQ-CORE-02,INR,121864.0,121864.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1538,TRD101508,ACC-EQ-CORE-02,INR,1769970.0,1769970.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
1539,TRD101509,ACC-EQ-CORE-02,INR,3894920.0,3894920.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1540,TRD101510,ACC-EQ-ALPHA-03,INR,688245.0,688245.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1541,TRD101511,ACC-EQ-INDEX-04,INR,685295.0,685295.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1542,TRD101512,ACC-EQ-CORE-01,INR,258000.0,258000.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
1543,TRD101513,ACC-EQ-ALPHA-03,INR,2351000.0,2351000.0,2026-08-02,SETTLEMENT,MATCHED,TEST
1544,TRD101514,ACC-EQ-CORE-02,INR,93738.0,93738.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1545,TRD101515,ACC-EQ-INDEX-04,INR,1238980.0,1238980.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1546,TRD101516,ACC-EQ-CORE-02,INR,352597.5,352597.5,2026-08-16,SETTLEMENT,MATCHED,TEST
1547,TRD101517,ACC-EQ-INDEX-04,INR,2349640.0,2349640.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1548,TRD101518,ACC-EQ-ALPHA-03,INR,468960.0,468960.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
1549,TRD101519,ACC-EQ-CORE-01,INR,2933730.0,2933730.0,2026-08-10,SETTLEMENT,MATCHED,TEST
1550,TRD101520,ACC-EQ-CORE-02,INR,305785.0,305785.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1551,TRD101521,ACC-EQ-CORE-02,INR,1854840.0,1854840.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1552,TRD101522,ACC-EQ-INDEX-04,INR,26003920.0,26003920.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1553,TRD101523,ACC-EQ-INDEX-04,INR,821514.0,821514.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1554,TRD101524,ACC-EQ-INDEX-04,INR,1683040.0,1683040.0,2026-08-12,SETTLEMENT,MATCHED,TEST
1555,TRD101525,ACC-EQ-CORE-02,INR,1106560.0,1216000.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1556,TRD101526,ACC-EQ-INDEX-04,INR,943450.0,943450.0,2026-08-03,SETTLEMENT,MATCHED,TEST
1557,TRD101527,ACC-EQ-CORE-01,INR,172950.0,172950.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1558,TRD101528,ACC-EQ-ALPHA-03,INR,1303875.0,1303875.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1559,TRD101529,ACC-EQ-ALPHA-03,INR,1025750.0,1025750.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1560,TRD101530,ACC-EQ-CORE-01,INR,19474830.0,19474830.0,2026-08-10,SETTLEMENT,MATCHED,TEST
1561,TRD101531,ACC-EQ-CORE-02,INR,258270.0,258270.0,2026-08-11,SETTLEMENT,MATCHED,TEST
1562,TRD101532,ACC-EQ-INDEX-04,INR,3379980.0,3379980.0,2026-08-07,SETTLEMENT,MATCHED,TEST
1563,TRD101533,ACC-EQ-CORE-02,INR,259515.0,259515.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1564,TRD101534,ACC-EQ-CORE-02,INR,152317.5,152317.5,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1565,TRD101535,ACC-EQ-INDEX-04,INR,43112.5,43112.5,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1567,TRD101537,ACC-EQ-CORE-02,INR,1428750.0,1428750.0,2026-08-08,SETTLEMENT,MATCHED,TEST
1568,TRD101538,ACC-EQ-CORE-01,INR,1670340.0,1670340.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1569,TRD101539,ACC-EQ-CORE-01,INR,12917200.0,12917200.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1570,TRD101540,ACC-EQ-INDEX-04,INR,3908040.0,3908040.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1571,TRD101541,ACC-EQ-CORE-02,INR,1029762.5,1029762.5,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1572,TRD101542,ACC-EQ-ALPHA-03,INR,1272172.5,1272172.5,2026-08-15,SETTLEMENT,MATCHED,TEST
1573,TRD101543,ACC-EQ-INDEX-04,INR,820768.0,820768.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1574,TRD101544,ACC-EQ-CORE-01,INR,93906.0,93906.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1575,TRD101545,ACC-EQ-INDEX-04,INR,19413900.0,19413900.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1576,TRD101546,ACC-EQ-INDEX-04,INR,3365500.0,3365500.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1577,TRD101547,ACC-EQ-ALPHA-03,INR,2858540.0,2858540.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1578,TRD101548,ACC-EQ-CORE-01,INR,1864425.0,1864425.0,2026-08-02,SETTLEMENT,MATCHED,TEST
1579,TRD101549,ACC-EQ-ALPHA-03,INR,714695.0,714695.0,2026-08-18,SETTLEMENT,MATCHED,TEST
1580,TRD101550,ACC-EQ-INDEX-04,INR,2828130.0,2828130.0,2026-08-14,SETTLEMENT,MATCHED,TEST
1581,TRD101551,ACC-EQ-CORE-02,INR,4103115.0,4103115.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1582,TRD101552,ACC-EQ-CORE-01,INR,172480.0,172480.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1583,TRD101553,ACC-EQ-ALPHA-03,INR,736998.0,736998.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1584,TRD101554,ACC-EQ-CORE-01,INR,421080.0,421080.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1585,TRD101555,ACC-EQ-CORE-02,INR,570510.0,570510.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1586,TRD101556,ACC-EQ-ALPHA-03,INR,1949570.0,1949570.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1587,TRD101557,ACC-EQ-CORE-01,INR,1844240.0,1844240.0,2026-08-14,SETTLEMENT,MATCHED,TEST
1588,TRD101558,ACC-EQ-CORE-01,INR,1031500.0,1031500.0,2026-08-22,SETTLEMENT,MATCHED,TEST
1589,TRD101559,ACC-EQ-CORE-02,INR,93412.0,93412.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1590,TRD101560,ACC-EQ-CORE-01,INR,8269900.0,8269900.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1591,TRD101561,ACC-EQ-CORE-01,USD,288039.15,274323.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1592,TRD101562,ACC-EQ-INDEX-04,INR,2929890.0,2929890.0,2026-08-12,SETTLEMENT,MATCHED,TEST
1593,TRD101563,ACC-EQ-CORE-01,INR,1410780.0,1410780.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1594,TRD101564,ACC-EQ-CORE-01,INR,845460.0,845460.0,2026-08-21,SETTLEMENT,MATCHED,TEST
1595,TRD101565,ACC-EQ-CORE-01,INR,2771887.5,2771887.5,2026-08-08,SETTLEMENT,MATCHED,TEST
1596,TRD101566,ACC-EQ-CORE-02,INR,917427.5,917427.5,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1597,TRD101567,ACC-EQ-ALPHA-03,INR,210807.5,210807.5,2026-08-06,SETTLEMENT,MATCHED,TRAIN
1598,TRD101568,ACC-EQ-ALPHA-03,INR,334532.0,334532.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1599,TRD101569,ACC-EQ-ALPHA-03,INR,1219920.0,1219920.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1600,TRD101570,ACC-EQ-ALPHA-03,INR,1262205.0,1262205.0,2026-08-05,SETTLEMENT,MATCHED,TEST
1601,TRD101571,ACC-EQ-INDEX-04,INR,1379030.0,1379030.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1602,TRD101572,ACC-EQ-INDEX-04,INR,887985.0,887985.0,2026-08-21,SETTLEMENT,MATCHED,TEST
1603,TRD101573,ACC-EQ-INDEX-04,INR,1673090.0,1673090.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1604,TRD101574,ACC-EQ-INDEX-04,INR,22001.48,17324.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
1605,TRD101575,ACC-EQ-ALPHA-03,INR,1179050.0,1179050.0,2026-08-05,SETTLEMENT,MATCHED,TEST
1606,TRD101576,ACC-EQ-ALPHA-03,INR,685422.5,685422.5,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1607,TRD101577,ACC-EQ-CORE-01,INR,1883160.0,1883160.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1608,TRD101578,ACC-EQ-CORE-01,INR,3352660.0,3352660.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1609,TRD101579,ACC-EQ-ALPHA-03,INR,620570.0,620570.0,2026-08-05,SETTLEMENT,MATCHED,TEST
1610,TRD101580,ACC-EQ-ALPHA-03,INR,1773600.0,1773600.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1611,TRD101581,ACC-EQ-ALPHA-03,INR,168027.0,168027.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1613,TRD101583,ACC-EQ-CORE-01,INR,117771.0,117771.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1614,TRD101584,ACC-EQ-CORE-01,INR,311260.0,311260.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1615,TRD101585,ACC-EQ-ALPHA-03,INR,194728.0,194728.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1616,TRD101586,ACC-EQ-INDEX-04,INR,844760.0,844760.0,2026-08-19,SETTLEMENT,MATCHED,TEST
1617,TRD101587,ACC-EQ-CORE-01,INR,1270290.0,1270290.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1618,TRD101588,ACC-EQ-CORE-02,INR,234938.0,234938.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
1619,TRD101589,ACC-EQ-ALPHA-03,INR,1264935.0,1264935.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1620,TRD101590,ACC-EQ-CORE-01,INR,17204.0,17204.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
1621,TRD101591,ACC-EQ-ALPHA-03,INR,3085290.0,3085290.0,2026-08-21,SETTLEMENT,MATCHED,TEST
1622,TRD101592,ACC-EQ-ALPHA-03,INR,43147.5,43147.5,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1623,TRD101593,ACC-EQ-CORE-02,INR,4124040.0,4124040.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1624,TRD101594,ACC-EQ-INDEX-04,INR,3930040.0,3930040.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1625,TRD101595,ACC-EQ-CORE-02,INR,3098790.0,3098790.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1626,TRD101596,ACC-EQ-CORE-02,INR,121552.0,121552.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1627,TRD101597,ACC-EQ-INDEX-04,INR,977540.0,977540.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1628,TRD101598,ACC-EQ-ALPHA-03,INR,424130.0,424130.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1629,TRD101598,ACC-EQ-ALPHA-03,INR,424130.0,424130.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1630,TRD101599,ACC-EQ-CORE-02,INR,1222600.0,1222600.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1631,TRD101600,ACC-EQ-CORE-02,INR,172250.0,172250.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1632,TRD101601,ACC-EQ-ALPHA-03,INR,334296.0,334296.0,2026-08-07,SETTLEMENT,MATCHED,TEST
1633,TRD101602,ACC-EQ-CORE-01,INR,3794820.0,3794820.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1634,TRD101603,ACC-EQ-ALPHA-03,INR,1411042.5,1411042.5,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1635,TRD101604,ACC-EQ-INDEX-04,INR,822950.0,822950.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1636,TRD101605,ACC-EQ-CORE-01,INR,3663710.0,3663710.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
1637,TRD101606,ACC-EQ-ALPHA-03,INR,2940360.0,2940360.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1638,TRD101607,ACC-EQ-INDEX-04,INR,422997.5,422997.5,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1639,TRD101608,ACC-EQ-CORE-01,INR,412678.0,412678.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1640,TRD101609,ACC-EQ-CORE-01,INR,17258.0,17258.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1641,TRD101610,ACC-EQ-ALPHA-03,INR,2510085.0,2510085.0,2026-08-05,SETTLEMENT,MATCHED,TEST
1642,TRD101611,ACC-EQ-ALPHA-03,INR,419997.5,419997.5,2026-08-13,SETTLEMENT,MATCHED,TEST
1643,TRD101611,ACC-EQ-ALPHA-03,INR,419997.5,419997.5,2026-08-13,SETTLEMENT,MATCHED,TEST
1644,TRD101612,ACC-EQ-INDEX-04,INR,60787.0,60787.0,2026-08-18,SETTLEMENT,MATCHED,TEST
1645,TRD101613,ACC-EQ-CORE-02,INR,6468600.0,6468600.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1646,TRD101614,ACC-EQ-INDEX-04,INR,343660.0,343660.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1647,TRD101615,ACC-EQ-CORE-02,INR,84287.0,84287.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
1648,TRD101616,ACC-EQ-INDEX-04,INR,1185790.0,1185790.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
1649,TRD101617,ACC-EQ-ALPHA-03,INR,93354.0,93354.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1650,TRD101618,ACC-EQ-ALPHA-03,INR,922382.5,922382.5,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1651,TRD101619,ACC-EQ-INDEX-04,INR,940000.0,940000.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1652,TRD101620,ACC-EQ-ALPHA-03,INR,1682980.0,1682980.0,2026-08-13,SETTLEMENT,MATCHED,TEST
1653,TRD101621,ACC-EQ-CORE-02,INR,3096307.5,3096307.5,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1654,TRD101622,ACC-EQ-INDEX-04,INR,6500345.0,6500345.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
1655,TRD101623,ACC-EQ-INDEX-04,INR,2509275.0,2509275.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
1656,TRD101624,ACC-EQ-ALPHA-03,INR,2493700.0,2493700.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1657,TRD101625,ACC-EQ-ALPHA-03,INR,172260.0,172260.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1658,TRD101626,ACC-EQ-INDEX-04,INR,2860030.0,2860030.0,2026-08-05,SETTLEMENT,MATCHED,TEST
1659,TRD101627,ACC-EQ-CORE-02,INR,249326.0,249326.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1660,TRD101628,ACC-EQ-CORE-02,INR,489037.5,489037.5,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1661,TRD101629,ACC-EQ-INDEX-04,INR,350145.0,350145.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1662,TRD101630,ACC-EQ-INDEX-04,INR,1260487.5,1260487.5,2026-08-05,SETTLEMENT,MATCHED,TEST
1663,TRD101631,ACC-EQ-ALPHA-03,INR,4269435.0,4269435.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1664,TRD101632,ACC-EQ-CORE-02,INR,636007.5,636007.5,2026-08-18,SETTLEMENT,MATCHED,TEST
1665,TRD101633,ACC-EQ-CORE-01,INR,456127.5,456127.5,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1666,TRD101634,ACC-EQ-INDEX-04,INR,167475.0,167475.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
1667,TRD101635,ACC-EQ-ALPHA-03,INR,339408.0,339408.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
1668,TRD101636,ACC-EQ-CORE-02,INR,1773540.0,1773540.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1669,TRD101637,ACC-EQ-ALPHA-03,INR,309940.0,309940.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
1670,TRD101638,ACC-EQ-CORE-01,INR,2482740.0,2482740.0,2026-08-14,SETTLEMENT,MATCHED,TEST
1671,TRD101639,ACC-EQ-ALPHA-03,INR,7374580.0,7374580.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1672,TRD101640,ACC-EQ-CORE-01,INR,1267980.0,1267980.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
1673,TRD101641,ACC-EQ-ALPHA-03,INR,4101450.0,4101450.0,2026-08-06,SETTLEMENT,MATCHED,TEST
1674,TRD101642,ACC-EQ-ALPHA-03,INR,1175850.0,1175850.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1675,TRD101643,ACC-EQ-INDEX-04,INR,4102995.0,4102995.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1676,TRD101644,ACC-EQ-ALPHA-03,INR,411128.0,411128.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1677,TRD101645,ACC-EQ-CORE-01,INR,9741367.5,9741367.5,2026-08-12,SETTLEMENT,MATCHED,TRAIN
1678,TRD101646,ACC-EQ-INDEX-04,INR,305225.0,305225.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
1680,TRD101648,ACC-EQ-CORE-01,INR,482037.0,587850.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
1681,TRD101649,ACC-EQ-INDEX-04,INR,834280.0,834280.0,2026-08-02,SETTLEMENT,MATCHED,TEST
1682,TRD101650,ACC-EQ-CORE-02,INR,568960.0,568960.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
1683,TRD101651,ACC-EQ-INDEX-04,INR,26053280.0,26053280.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
1684,TRD101652,ACC-EQ-CORE-02,INR,194954.0,194954.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1685,TRD101653,ACC-EQ-INDEX-04,INR,350932.5,350932.5,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1686,TRD101654,ACC-EQ-INDEX-04,INR,1465177.5,1465177.5,2026-08-05,SETTLEMENT,MATCHED,TEST
1687,TRD101655,ACC-EQ-INDEX-04,INR,188621.0,188621.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
1688,TRD101656,ACC-EQ-INDEX-04,INR,881062.5,881062.5,2026-08-22,SETTLEMENT,MATCHED,TRAIN
1689,TRD101657,ACC-EQ-INDEX-04,INR,173250.0,173250.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
1690,TRD101658,ACC-EQ-ALPHA-03,INR,711612.5,711612.5,2026-08-18,SETTLEMENT,MATCHED,TRAIN
1691,TRD101659,ACC-EQ-ALPHA-03,INR,733634.0,733634.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
1692,TRD101660,ACC-EQ-CORE-01,INR,152250.0,152250.0,2026-08-11,SETTLEMENT,MATCHED,TEST
1693,TRD101661,ACC-EQ-ALPHA-03,INR,3384380.0,3384380.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1694,TRD101662,ACC-EQ-INDEX-04,INR,610890.0,610890.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
1695,TRD101663,ACC-EQ-CORE-01,INR,286053.0,286053.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
1696,TRD101664,ACC-EQ-CORE-02,INR,936140.0,936140.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
1697,TRD101665,ACC-EQ-CORE-01,INR,43210.0,43210.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
1698,TRD101666,ACC-EQ-ALPHA-03,INR,881775.0,881775.0,2026-08-04,SETTLEMENT,MATCHED,TEST
1699,TRD101667,ACC-EQ-CORE-02,INR,43035.0,43035.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
