settlement_id,trade_id,settlement_date,settlement_status,instruction_status,custodian,quantity,amount,ssi_code,split
1752,TRD101751,2026-08-18,SETTLED,INSTRUCTED,KOTAK-CUST,100,17234.0,SSI-IN-0203,TRAIN
1753,TRD101752,2026-08-20,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,100,195073.0,SSI-DE-5510,TRAIN
1754,TRD101753,2026-08-07,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,2472940.0,SSI-JP-3389,TRAIN
1755,TRD101754,2026-08-04,FAILED,INCORRECT,MORGANSTANLEY-BROKER,500,946425.0,SSI-IN-0147,TRAIN
1756,TRD101755,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,200,338048.0,SSI-IN-0147,TRAIN
1757,TRD101756,2026-08-22,FAILED,INCORRECT,MORGANSTANLEY-BROKER,750,1269240.0,SSI-DE-5510,TRAIN
1758,TRD101757,2026-08-09,SETTLED,INSTRUCTED,KOTAK-CUST,250,117667.5,SSI-IN-0203,TRAIN
1759,TRD101758,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1500,4122435.0,SSI-DE-5510,TRAIN
1760,TRD101759,2026-08-11,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,336590.0,SSI-DE-5510,TRAIN
1761,TRD101760,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,1500,2503140.0,SSI-IN-0203,TRAIN
1762,TRD101761,2026-08-17,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1500,917400.0,SSI-DE-5510,TRAIN
1763,TRD101762,2026-08-08,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,750,2132910.0,SSI-DE-5510,TRAIN
1764,TRD101763,2026-08-16,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,1239700.0,SSI-DE-5510,TRAIN
1765,TRD101764,2026-08-09,SETTLED,INSTRUCTED,KOTAK-CUST,100,17205.0,SSI-IN-0203,TEST
1766,TRD101765,2026-08-07,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,701385.0,SSI-US-7742,TEST
1767,TRD101766,2026-08-19,SETTLED,INSTRUCTED,ICICI-CUST,1000,1175870.0,SSI-IN-0091,TRAIN
1768,TRD101767,2026-08-21,PENDING,INSTRUCTED,ICICI-CUST,1000,4137740.0,SSI-IN-0091,TRAIN
1769,TRD101768,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,500,424850.0,SSI-DE-5510,TRAIN
1770,TRD101769,2026-08-12,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,689217.5,SSI-DE-5510,TRAIN
1771,TRD101770,2026-08-18,SETTLED,INSTRUCTED,ICICI-CUST,100,286035.0,SSI-IN-0091,TEST
1772,TRD101771,2026-08-02,SETTLED,INSTRUCTED,HDFC-CUST,250,711080.0,SSI-IN-0147,TEST
1773,TRD101772,2026-08-14,SETTLED,INSTRUCTED,NOMURA-BROKER,200,248936.0,SSI-JP-3389,TEST
1774,TRD101773,2026-08-04,SETTLED,INSTRUCTED,ICICI-CUST,750,9770242.5,SSI-IN-0091,TRAIN
1775,TRD101774,2026-08-20,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,709742.5,SSI-DE-5510,TRAIN
1776,TRD101775,2026-08-02,SETTLED,INSTRUCTED,KOTAK-CUST,1000,2743540.0,SSI-IN-0203,TRAIN
1777,TRD101776,2026-08-22,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,334250.0,SSI-US-7742,TRAIN
1778,TRD101777,2026-08-15,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,1853625.0,SSI-US-7742,TEST
1779,TRD101778,2026-08-17,SETTLED,INSTRUCTED,NOMURA-BROKER,500,619670.0,SSI-JP-3389,TRAIN
1780,TRD101779,2026-08-20,SETTLED,INSTRUCTED,ICICI-CUST,200,548858.0,SSI-IN-0091,TEST
1781,TRD101780,2026-08-05,SETTLED,INSTRUCTED,NOMURA-BROKER,1000,468790.0,SSI-JP-3389,TRAIN
1782,TRD101781,2026-08-07,SETTLED,INSTRUCTED,HDFC-CUST,200,376530.0,SSI-IN-0147,TEST
1783,TRD101782,2026-08-17,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,1029190.0,SSI-US-7742,TRAIN
1784,TRD101783,2026-08-11,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,5477580.0,SSI-JP-3389,TRAIN
1785,TRD101784,2026-08-21,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,2855890.0,SSI-DE-5510,TEST
1786,TRD101785,2026-08-17,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,305955.0,SSI-US-7742,TRAIN
1787,TRD101786,2026-08-17,PENDING,MISSING,MORGANSTANLEY-BROKER,500,976110.0,,TEST
1788,TRD101787,2026-08-02,SETTLED,INSTRUCTED,HDFC-CUST,200,337660.0,SSI-IN-0147,TRAIN
1789,TRD101788,2026-08-05,SETTLED,INSTRUCTED,ICICI-CUST,2000,3362780.0,SSI-IN-0091,TRAIN
1790,TRD101789,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,3766980.0,SSI-DE-5510,TRAIN
1791,TRD101790,2026-08-11,SETTLED,INSTRUCTED,NOMURA-BROKER,200,248000.0,SSI-JP-3389,TEST
1792,TRD101791,2026-08-07,SETTLED,INSTRUCTED,HDFC-CUST,1000,1181000.0,SSI-IN-0147,TRAIN
1793,TRD101792,2026-08-10,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,2746130.0,SSI-DE-5510,TRAIN
1794,TRD101793,2026-08-06,SETTLED,INSTRUCTED,HDFC-CUST,1000,173190.0,SSI-IN-0147,TEST
1795,TRD101794,2026-08-17,PENDING,MISSING,ICICI-CUST,1500,1264335.0,,TRAIN
1796,TRD101795,2026-08-05,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,304255.0,SSI-US-7742,TRAIN
1797,TRD101796,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,100,412590.0,SSI-IN-0147,TRAIN
1798,TRD101797,2026-08-02,SETTLED,INSTRUCTED,HDFC-CUST,500,976335.0,SSI-IN-0147,TRAIN
1799,TRD101798,2026-08-11,SETTLED,INSTRUCTED,KOTAK-CUST,1500,19486440.0,SSI-IN-0203,TRAIN
1800,TRD101799,2026-08-06,SETTLED,INSTRUCTED,ICICI-CUST,500,1832300.0,SSI-IN-0091,TRAIN
1801,TRD101800,2026-08-06,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,1418625.0,SSI-US-7742,TRAIN
1802,TRD101801,2026-08-21,SETTLED,INSTRUCTED,NOMURA-BROKER,750,889320.0,SSI-JP-3389,TEST
1803,TRD101802,2026-08-08,SETTLED,INSTRUCTED,ICICI-CUST,100,189566.0,SSI-IN-0091,TRAIN
1804,TRD101803,2026-08-12,SETTLED,INSTRUCTED,ICICI-CUST,2000,3794760.0,SSI-IN-0091,TRAIN
1805,TRD101804,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,2000,7354800.0,SSI-IN-0203,TRAIN
1806,TRD101805,2026-08-14,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,2509710.0,SSI-JP-3389,TRAIN
1807,TRD101806,2026-08-21,FAILED,INCORRECT,HDFC-CUST,1000,1241180.0,SSI-US-7742,TEST
1808,TRD101807,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,153105.0,SSI-DE-5510,TEST
1809,TRD101808,2026-08-15,SETTLED,INSTRUCTED,NOMURA-BROKER,200,391366.0,SSI-JP-3389,TRAIN
1810,TRD101809,2026-08-13,SETTLED,INSTRUCTED,NOMURA-BROKER,1000,2860630.0,SSI-JP-3389,TRAIN
1811,TRD101810,2026-08-07,SETTLED,INSTRUCTED,NOMURA-BROKER,500,589430.0,SSI-JP-3389,TRAIN
1812,TRD101811,2026-08-02,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,469020.0,SSI-US-7742,TRAIN
1813,TRD101812,2026-08-18,SETTLED,INSTRUCTED,ICICI-CUST,1000,4137880.0,SSI-IN-0091,TRAIN
1814,TRD101813,2026-08-14,SETTLED,INSTRUCTED,ICICI-CUST,750,1468852.5,SSI-IN-0091,TRAIN
1815,TRD101814,2026-08-02,SETTLED,INSTRUCTED,NOMURA-BROKER,100,196491.0,SSI-JP-3389,TRAIN
1816,TRD101815,2026-08-22,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,117195.0,SSI-US-7742,TRAIN
1817,TRD101816,2026-08-11,PENDING,INSTRUCTED,NOMURA-BROKER,100,84655.0,SSI-JP-3389,TRAIN
1818,TRD101817,2026-08-05,SETTLED,INSTRUCTED,ICICI-CUST,1500,6201780.0,SSI-IN-0091,TRAIN
1819,TRD101818,2026-08-10,SETTLED,INSTRUCTED,HDFC-CUST,200,169726.0,SSI-IN-0147,TRAIN
1820,TRD101819,2026-08-07,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,13031630.0,SSI-US-7742,TRAIN
1821,TRD101820,2026-08-03,SETTLED,INSTRUCTED,ICICI-CUST,1500,2931090.0,SSI-IN-0091,TRAIN
1822,TRD101821,2026-08-16,SETTLED,INSTRUCTED,ICICI-CUST,750,455857.5,SSI-IN-0091,TEST
1823,TRD101822,2026-08-02,SETTLED,INSTRUCTED,KOTAK-CUST,1500,912525.0,SSI-IN-0203,TRAIN
1824,TRD101823,2026-08-04,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,4119360.0,SSI-US-7742,TRAIN
1825,TRD101824,2026-08-04,SETTLED,INSTRUCTED,HDFC-CUST,200,821534.0,SSI-IN-0147,TEST
1826,TRD101825,2026-08-08,SETTLED,INSTRUCTED,NOMURA-BROKER,250,688382.5,SSI-JP-3389,TRAIN
1827,TRD101826,2026-08-22,SETTLED,INSTRUCTED,HDFC-CUST,500,2056415.0,SSI-IN-0147,TEST
1828,TRD101827,2026-08-07,SETTLED,INSTRUCTED,KOTAK-CUST,1500,4284555.0,SSI-IN-0203,TEST
1829,TRD101828,2026-08-10,SETTLED,INSTRUCTED,HDFC-CUST,500,848035.0,SSI-IN-0147,TRAIN
1830,TRD101829,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,2000,2475760.0,SSI-IN-0203,TEST
1831,TRD101830,2026-08-07,SETTLED,INSTRUCTED,ICICI-CUST,2000,5509300.0,SSI-IN-0091,TRAIN
1832,TRD101831,2026-08-15,SETTLED,INSTRUCTED,KOTAK-CUST,500,1849160.0,SSI-IN-0203,TRAIN
1833,TRD101832,2026-08-08,FAILED,INCORRECT,KOTAK-CUST,750,631605.0,SSI-DE-5510,TRAIN
1834,TRD101833,2026-08-18,SETTLED,INSTRUCTED,NOMURA-BROKER,100,124604.0,SSI-JP-3389,TEST
1835,TRD101834,2026-08-13,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,3783880.0,SSI-US-7742,TRAIN
1836,TRD101835,2026-08-02,SETTLED,INSTRUCTED,HDFC-CUST,200,169338.0,SSI-IN-0147,TRAIN
1837,TRD101836,2026-08-05,SETTLED,INSTRUCTED,HDFC-CUST,1000,846850.0,SSI-IN-0147,TRAIN
1838,TRD101837,2026-08-02,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,3782360.0,SSI-DE-5510,TRAIN
1839,TRD101838,2026-08-09,SETTLED,INSTRUCTED,KOTAK-CUST,1500,915285.0,SSI-IN-0203,TRAIN
1840,TRD101839,2026-08-09,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,701940.0,SSI-US-7742,TEST
1841,TRD101840,2026-08-14,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,1273552.5,SSI-US-7742,TRAIN
1842,TRD101841,2026-08-21,SETTLED,INSTRUCTED,NOMURA-BROKER,250,923922.5,SSI-JP-3389,TRAIN
1843,TRD101842,2026-08-03,SETTLED,INSTRUCTED,ICICI-CUST,1000,1895750.0,SSI-IN-0091,TEST
1844,TRD101843,2026-08-07,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,2744470.0,SSI-DE-5510,TEST
1845,TRD101844,2026-08-04,SETTLED,INSTRUCTED,HDFC-CUST,250,417967.5,SSI-IN-0147,TEST
1846,TRD101845,2026-08-06,PENDING,MISSING,NOMURA-BROKER,200,338838.0,,TRAIN
1847,TRD101846,2026-08-17,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,117042.5,SSI-US-7742,TRAIN
1848,TRD101847,2026-08-16,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,345480.0,SSI-JP-3389,TRAIN
1849,TRD101848,2026-08-06,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,421832.5,SSI-DE-5510,TRAIN
1850,TRD101849,2026-08-19,SETTLED,INSTRUCTED,ICICI-CUST,1500,19488870.0,SSI-IN-0091,TRAIN
1851,TRD101850,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,100,195026.0,SSI-IN-0147,TEST
1852,TRD101851,2026-08-02,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,845610.0,SSI-US-7742,TRAIN
1853,TRD101852,2026-08-09,SETTLED,INSTRUCTED,ICICI-CUST,500,974310.0,SSI-IN-0091,TRAIN
1854,TRD101853,2026-08-22,SETTLED,INSTRUCTED,HDFC-CUST,200,337538.0,SSI-IN-0147,TRAIN
1855,TRD101854,2026-08-17,SETTLED,INSTRUCTED,ICICI-CUST,750,929550.0,SSI-IN-0091,TRAIN
1856,TRD101855,2026-08-18,SETTLED,INSTRUCTED,ICICI-CUST,250,472095.0,SSI-IN-0091,TRAIN
1857,TRD101856,2026-08-14,SETTLED,INSTRUCTED,ICICI-CUST,200,169384.0,SSI-IN-0091,TRAIN
1858,TRD101857,2026-08-02,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1500,2840730.0,SSI-DE-5510,TEST
1859,TRD101858,2026-08-10,SETTLED,INSTRUCTED,NOMURA-BROKER,100,274019.0,SSI-JP-3389,TRAIN
1860,TRD101859,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,3690490.0,SSI-US-7742,TRAIN
1861,TRD101860,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,689700.0,SSI-DE-5510,TRAIN
1862,TRD101861,2026-08-20,SETTLED,INSTRUCTED,KOTAK-CUST,1000,2863280.0,SSI-IN-0203,TRAIN
1863,TRD101862,2026-08-03,SETTLED,INSTRUCTED,ICICI-CUST,100,168980.0,SSI-IN-0091,TRAIN
1864,TRD101863,2026-08-13,SETTLED,INSTRUCTED,KOTAK-CUST,100,84889.0,SSI-IN-0203,TRAIN
1865,TRD101864,2026-08-02,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,1470690.0,SSI-US-7742,TRAIN
1866,TRD101865,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,1000,1239770.0,SSI-IN-0203,TRAIN
1867,TRD101866,2026-08-03,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,235714.0,SSI-US-7742,TRAIN
1868,TRD101867,2026-08-06,SETTLED,INSTRUCTED,NOMURA-BROKER,200,378192.0,SSI-JP-3389,TEST
1869,TRD101868,2026-08-16,SETTLED,INSTRUCTED,NOMURA-BROKER,750,1265842.5,SSI-JP-3389,TRAIN
1870,TRD101869,2026-08-03,SETTLED,INSTRUCTED,HDFC-CUST,200,569112.0,SSI-IN-0147,TRAIN
1871,TRD101870,2026-08-22,SETTLED,INSTRUCTED,NOMURA-BROKER,200,734836.0,SSI-JP-3389,TRAIN
1872,TRD101871,2026-08-10,SETTLED,INSTRUCTED,NOMURA-BROKER,100,168506.0,SSI-JP-3389,TRAIN
1873,TRD101872,2026-08-11,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,2061835.0,SSI-US-7742,TEST
1874,TRD101873,2026-08-15,SETTLED,INSTRUCTED,KOTAK-CUST,2000,1686380.0,SSI-IN-0203,TRAIN
1875,TRD101874,2026-08-07,SETTLED,INSTRUCTED,NOMURA-BROKER,100,368400.0,SSI-JP-3389,TRAIN
1876,TRD101875,2026-08-15,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,4263225.0,SSI-JP-3389,TRAIN
1877,TRD101876,2026-08-22,SETTLED,INSTRUCTED,KOTAK-CUST,2000,2484060.0,SSI-IN-0203,TRAIN
1878,TRD101877,2026-08-09,SETTLED,INSTRUCTED,ICICI-CUST,100,167870.0,SSI-IN-0091,TRAIN
1879,TRD101878,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,1772760.0,SSI-US-7742,TRAIN
1880,TRD101879,2026-08-12,SETTLED,INSTRUCTED,KOTAK-CUST,100,17218.0,SSI-IN-0203,TRAIN
1881,TRD101880,2026-08-07,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,935080.0,SSI-JP-3389,TRAIN
1882,TRD101881,2026-08-20,SETTLED,INSTRUCTED,ICICI-CUST,100,169312.0,SSI-IN-0091,TRAIN
1883,TRD101882,2026-08-18,PENDING,MISSING,KOTAK-CUST,500,2065485.0,,TRAIN
1884,TRD101883,2026-08-16,SETTLED,INSTRUCTED,ICICI-CUST,1000,2744270.0,SSI-IN-0091,TRAIN
1885,TRD101884,2026-08-15,SETTLED,INSTRUCTED,ICICI-CUST,1000,1181020.0,SSI-IN-0091,TRAIN
1886,TRD101885,2026-08-06,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1500,2523390.0,SSI-DE-5510,TRAIN
1887,TRD101886,2026-08-05,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,842760.0,SSI-US-7742,TEST
1888,TRD101887,2026-08-14,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,3253660.0,SSI-US-7742,TRAIN
1889,TRD101888,2026-08-21,SETTLED,INSTRUCTED,KOTAK-CUST,500,1371675.0,SSI-IN-0203,TRAIN
1890,TRD101889,2026-08-22,SETTLED,INSTRUCTED,NOMURA-BROKER,200,391782.0,SSI-JP-3389,TRAIN
1891,TRD101890,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,1500,2512665.0,SSI-IN-0203,TRAIN
1892,TRD101891,2026-08-02,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,43070.0,SSI-US-7742,TRAIN
1893,TRD101892,2026-08-06,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,489822.5,SSI-DE-5510,TRAIN
1894,TRD101893,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,500,846355.0,SSI-IN-0147,TRAIN
1895,TRD101894,2026-08-13,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,1778265.0,SSI-US-7742,TRAIN
1896,TRD101895,2026-08-13,SETTLED,INSTRUCTED,ICICI-CUST,2000,2364860.0,SSI-IN-0091,TEST
1897,TRD101896,2026-08-09,SETTLED,INSTRUCTED,HDFC-CUST,250,3243630.0,SSI-IN-0147,TRAIN
1898,TRD101897,2026-08-02,SETTLED,INSTRUCTED,HDFC-CUST,250,210962.5,SSI-IN-0147,TRAIN
1899,TRD101898,2026-08-07,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,3366800.0,SSI-DE-5510,TRAIN
1900,TRD101899,2026-08-07,PENDING,INSTRUCTED,ICICI-CUST,250,3236720.0,SSI-IN-0091,TEST
1901,TRD101900,2026-08-04,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,26054020.0,SSI-DE-5510,TRAIN
1902,TRD101901,2026-08-03,SETTLED,INSTRUCTED,KOTAK-CUST,100,60997.0,SSI-IN-0203,TRAIN
1903,TRD101902,2026-08-18,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,1271145.0,SSI-JP-3389,TRAIN
1904,TRD101903,2026-08-10,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,546944.0,SSI-US-7742,TRAIN
1905,TRD101904,2026-08-06,SETTLED,INSTRUCTED,HDFC-CUST,1500,1270380.0,SSI-IN-0147,TRAIN
1906,TRD101905,2026-08-04,PENDING,MISSING,DEUTSCHE-BROKER,200,247738.0,,TEST
1907,TRD101906,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,750,2055952.5,SSI-IN-0203,TEST
1908,TRD101907,2026-08-06,SETTLED,INSTRUCTED,HDFC-CUST,750,886020.0,SSI-IN-0147,TRAIN
1909,TRD101908,2026-08-11,SETTLED,INSTRUCTED,KOTAK-CUST,1000,1676260.0,SSI-IN-0203,TRAIN
1910,TRD101909,2026-08-06,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,939420.0,SSI-JP-3389,TRAIN
1911,TRD101910,2026-08-10,SETTLED,INSTRUCTED,NOMURA-BROKER,750,888367.5,SSI-JP-3389,TRAIN
1912,TRD101911,2026-08-06,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,6495400.0,SSI-US-7742,TEST
1913,TRD101912,2026-08-07,SETTLED,INSTRUCTED,KOTAK-CUST,1500,1268115.0,SSI-IN-0203,TRAIN
1914,TRD101913,2026-08-17,SETTLED,INSTRUCTED,NOMURA-BROKER,1000,3675660.0,SSI-JP-3389,TEST
1915,TRD101914,2026-08-02,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,3795620.0,SSI-JP-3389,TRAIN
1916,TRD101915,2026-08-06,SETTLED,INSTRUCTED,KOTAK-CUST,750,1252710.0,SSI-IN-0203,TRAIN
1917,TRD101916,2026-08-22,SETTLED,INSTRUCTED,ICICI-CUST,2000,1690520.0,SSI-IN-0091,TRAIN
1918,TRD101917,2026-08-05,SETTLED,INSTRUCTED,KOTAK-CUST,100,84474.0,SSI-IN-0203,TRAIN
1919,TRD101918,2026-08-03,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,739492.0,SSI-DE-5510,TRAIN
1920,TRD101919,2026-08-22,SETTLED,INSTRUCTED,HDFC-CUST,250,310787.5,SSI-IN-0147,TEST
1921,TRD101920,2026-08-10,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,100,189936.0,SSI-US-7742,TRAIN
1922,TRD101921,2026-08-04,SETTLED,INSTRUCTED,HDFC-CUST,500,305885.0,SSI-IN-0147,TRAIN
1923,TRD101922,2026-08-20,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,500,835455.0,SSI-DE-5510,TRAIN
1924,TRD101923,2026-08-22,SETTLED,INSTRUCTED,ICICI-CUST,100,367348.0,SSI-IN-0091,TEST
1925,TRD101924,2026-08-08,SETTLED,INSTRUCTED,ICICI-CUST,2000,8207160.0,SSI-IN-0091,TRAIN
1926,TRD101925,2026-08-05,SETTLED,INSTRUCTED,NOMURA-BROKER,100,124181.0,SSI-JP-3389,TRAIN
1927,TRD101926,2026-08-10,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,2372120.0,SSI-DE-5510,TRAIN
1928,TRD101927,2026-08-17,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,488087.5,SSI-US-7742,TRAIN
1929,TRD101928,2026-08-19,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,619415.0,SSI-US-7742,TRAIN
1930,TRD101929,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,1030060.0,SSI-US-7742,TRAIN
1931,TRD101930,2026-08-15,SETTLED,INSTRUCTED,NOMURA-BROKER,250,470522.5,SSI-JP-3389,TRAIN
1932,TRD101931,2026-08-19,SETTLED,INSTRUCTED,HDFC-CUST,2000,344360.0,SSI-IN-0147,TEST
1933,TRD101932,2026-08-18,SETTLED,INSTRUCTED,KOTAK-CUST,500,1368865.0,SSI-IN-0203,TRAIN
1934,TRD101933,2026-08-08,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,3103777.5,SSI-US-7742,TRAIN
1935,TRD101934,2026-08-07,SETTLED,INSTRUCTED,HDFC-CUST,500,947670.0,SSI-IN-0147,TRAIN
1936,TRD101935,2026-08-18,PENDING,INSTRUCTED,NOMURA-BROKER,2000,7371600.0,SSI-JP-3389,TRAIN
1937,TRD101936,2026-08-11,SETTLED,INSTRUCTED,KOTAK-CUST,750,129300.0,SSI-IN-0203,TRAIN
1938,TRD101937,2026-08-12,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,848380.0,SSI-DE-5510,TRAIN
1939,TRD101938,2026-08-02,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1500,1775025.0,SSI-DE-5510,TRAIN
1940,TRD101939,2026-08-10,SETTLED,INSTRUCTED,ICICI-CUST,250,212405.0,SSI-IN-0091,TRAIN
1941,TRD101940,2026-08-13,SETTLED,INSTRUCTED,ICICI-CUST,750,1463767.5,SSI-IN-0091,TRAIN
1942,TRD101941,2026-08-20,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,4111215.0,SSI-JP-3389,TEST
1943,TRD101942,2026-08-05,SETTLED,INSTRUCTED,ICICI-CUST,2000,2368920.0,SSI-IN-0091,TRAIN
1944,TRD101943,2026-08-20,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,1698660.0,SSI-DE-5510,TRAIN
1945,TRD101944,2026-08-21,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,1217640.0,SSI-US-7742,TRAIN
1946,TRD101945,2026-08-10,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,100,412650.0,SSI-US-7742,TEST
1947,TRD101946,2026-08-06,SETTLED,INSTRUCTED,NOMURA-BROKER,750,128835.0,SSI-JP-3389,TEST
1948,TRD101947,2026-08-06,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,4131750.0,SSI-US-7742,TRAIN
1949,TRD101948,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,735576.0,SSI-US-7742,TRAIN
1950,TRD101949,2026-08-04,SETTLED,INSTRUCTED,NOMURA-BROKER,100,60816.0,SSI-JP-3389,TRAIN
1951,TRD101950,2026-08-08,SETTLED,INSTRUCTED,HDFC-CUST,2000,345760.0,SSI-IN-0147,TRAIN
1952,TRD101951,2026-08-08,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,3345780.0,SSI-JP-3389,TRAIN
1953,TRD101952,2026-08-22,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,100,117600.0,SSI-DE-5510,TRAIN
1954,TRD101953,2026-08-18,SETTLED,INSTRUCTED,ICICI-CUST,2000,5507560.0,SSI-IN-0091,TRAIN
1955,TRD101954,2026-08-18,SETTLED,INSTRUCTED,KOTAK-CUST,1500,1779150.0,SSI-IN-0203,TRAIN
1956,TRD101955,2026-08-04,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,1181840.0,SSI-US-7742,TEST
1957,TRD101956,2026-08-04,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,922785.0,SSI-US-7742,TRAIN
1958,TRD101957,2026-08-15,SETTLED,INSTRUCTED,KOTAK-CUST,200,550586.0,SSI-IN-0203,TRAIN
1959,TRD101958,2026-08-04,SETTLED,INSTRUCTED,HDFC-CUST,250,43177.5,SSI-IN-0147,TEST
1960,TRD101959,2026-08-14,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,5541720.0,SSI-US-7742,TRAIN
1961,TRD101960,2026-08-09,SETTLED,INSTRUCTED,KOTAK-CUST,1500,1761855.0,SSI-IN-0203,TEST
1962,TRD101961,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,620925.0,SSI-US-7742,TRAIN
1963,TRD101962,2026-08-20,SETTLED,INSTRUCTED,HDFC-CUST,1000,2756400.0,SSI-IN-0147,TRAIN
